Group.1	CK_R1_1	CK_R1_2	CK_R1_3	CK_R10_1	CK_R10_2	CK_R10_3	CK_R100_1	CK_R100_2	CK_R100_3	CK_R101_1	CK_R101_2	CK_R101_3	CK_R102_1	CK_R102_2	CK_R102_3	CK_R103_1	CK_R103_2	CK_R103_3	CK_R104_1	CK_R104_2	CK_R104_3	CK_R105_1	CK_R105_2	CK_R105_3	CK_R106_1	CK_R106_2	CK_R106_3	CK_R107_1	CK_R107_2	CK_R107_3	CK_R108_1	CK_R108_2	CK_R108_3	CK_R109_1	CK_R109_2	CK_R109_3	CK_R11_1	CK_R11_2	CK_R11_3	CK_R110_1	CK_R110_2	CK_R110_3	CK_R111_1	CK_R111_2	CK_R111_3	CK_R112_1	CK_R112_2	CK_R112_3	CK_R113_1	CK_R113_2	CK_R113_3	CK_R114_1	CK_R114_2	CK_R114_3	CK_R115_1	CK_R115_2	CK_R115_3	CK_R116_1	CK_R116_2	CK_R116_3	CK_R117_1	CK_R117_2	CK_R117_3	CK_R118_1	CK_R118_2	CK_R118_3	CK_R119_1	CK_R119_2	CK_R119_3	CK_R12_2	CK_R12_3	CK_R120_1	CK_R120_2	CK_R120_3	CK_R121_1	CK_R121_2	CK_R121_3	CK_R122_1	CK_R122_2	CK_R122_3	CK_R123_1	CK_R123_2	CK_R123_3	CK_R124_1	CK_R124_2	CK_R124_3	CK_R125_1	CK_R125_2	CK_R125_3	CK_R126_1	CK_R126_2	CK_R126_3	CK_R127_1	CK_R127_2	CK_R127_3	CK_R128_1	CK_R128_2	CK_R128_3	CK_R129_1	CK_R129_2	CK_R129_3	CK_R13_1	CK_R13_2	CK_R13_3	CK_R14_1	CK_R14_2	CK_R14_3	CK_R15_1	CK_R15_2	CK_R15_3	CK_R16_1	CK_R16_2	CK_R16_3	CK_R17_1	CK_R17_2	CK_R17_3	CK_R18_1	CK_R18_2	CK_R18_3	CK_R19_1	CK_R19_2	CK_R19_3	CK_R2_1	CK_R2_2	CK_R2_3	CK_R20_1	CK_R20_2	CK_R20_3	CK_R21_1	CK_R21_2	CK_R21_3	CK_R22_1	CK_R22_2	CK_R23_1	CK_R23_2	CK_R23_3	CK_R24_1	CK_R24_2	CK_R24_3	CK_R25_1	CK_R25_2	CK_R25_3	CK_R26_1	CK_R26_2	CK_R26_3	CK_R27_1	CK_R27_2	CK_R27_3	CK_R28_1	CK_R28_2	CK_R28_3	CK_R29_1	CK_R29_2	CK_R29_3	CK_R3_1	CK_R3_2	CK_R3_3	CK_R30_1	CK_R30_2	CK_R30_3	CK_R31_1	CK_R31_2	CK_R31_3	CK_R32_1	CK_R32_2	CK_R32_3	CK_R33_1	CK_R33_2	CK_R33_3	CK_R34_1	CK_R34_2	CK_R34_3	CK_R35_2	CK_R35_3	CK_R36_1	CK_R36_2	CK_R37_1	CK_R37_2	CK_R37_3	CK_R38_1	CK_R38_2	CK_R38_3	CK_R39_1	CK_R39_2	CK_R39_3	CK_R4_1	CK_R4_2	CK_R4_3	CK_R40_1	CK_R40_2	CK_R40_3	CK_R41_2	CK_R41_3	CK_R42_1	CK_R42_2	CK_R42_3	CK_R43_1	CK_R43_2	CK_R43_3	CK_R44_1	CK_R44_2	CK_R44_3	CK_R45_1	CK_R45_2	CK_R45_3	CK_R46_1	CK_R46_2	CK_R46_3	CK_R47_1	CK_R47_2	CK_R47_3	CK_R48_1	CK_R48_2	CK_R48_3	CK_R49_1	CK_R49_2	CK_R49_3	CK_R5_1	CK_R5_2	CK_R5_3	CK_R50_1	CK_R50_2	CK_R50_3	CK_R51_1	CK_R51_2	CK_R51_3	CK_R52_1	CK_R52_2	CK_R52_3	CK_R53_1	CK_R53_2	CK_R53_3	CK_R54_1	CK_R54_2	CK_R54_3	CK_R55_1	CK_R55_2	CK_R55_3	CK_R56_1	CK_R56_2	CK_R56_3	CK_R57_2	CK_R57_3	CK_R58_1	CK_R58_2	CK_R58_3	CK_R59_1	CK_R59_2	CK_R59_3	CK_R6_1	CK_R6_2	CK_R6_3	CK_R60_1	CK_R60_2	CK_R60_3	CK_R61_1	CK_R61_2	CK_R61_3	CK_R62_1	CK_R62_2	CK_R62_3	CK_R63_1	CK_R63_2	CK_R63_3	CK_R64_1	CK_R64_2	CK_R64_3	CK_R65_1	CK_R65_2	CK_R65_3	CK_R66_1	CK_R66_2	CK_R66_3	CK_R67_1	CK_R67_2	CK_R68_1	CK_R68_2	CK_R68_3	CK_R69_1	CK_R69_2	CK_R69_3	CK_R7_1	CK_R7_2	CK_R7_3	CK_R70_1	CK_R70_2	CK_R70_3	CK_R71_2	CK_R71_3	CK_R72_1	CK_R72_2	CK_R72_3	CK_R73_1	CK_R73_2	CK_R73_3	CK_R74_1	CK_R74_2	CK_R74_3	CK_R75_1	CK_R75_2	CK_R75_3	CK_R76_1	CK_R76_2	CK_R76_3	CK_R77_1	CK_R77_2	CK_R77_3	CK_R78_1	CK_R78_2	CK_R78_3	CK_R79_1	CK_R79_2	CK_R79_3	CK_R8_1	CK_R8_2	CK_R8_3	CK_R80_1	CK_R80_2	CK_R80_3	CK_R81_1	CK_R81_2	CK_R81_3	CK_R82_1	CK_R82_2	CK_R82_3	CK_R83_1	CK_R83_2	CK_R83_3	CK_R84_1	CK_R84_2	CK_R84_3	CK_R85_1	CK_R85_2	CK_R85_3	CK_R86_1	CK_R86_2	CK_R86_3	CK_R87_1	CK_R87_2	CK_R87_3	CK_R88_1	CK_R88_2	CK_R88_3	CK_R89_1	CK_R89_2	CK_R89_3	CK_R9_1	CK_R9_2	CK_R9_3	CK_R90_1	CK_R90_2	CK_R90_3	CK_R91_1	CK_R91_2	CK_R91_3	CK_R92_1	CK_R92_2	CK_R92_3	CK_R93_1	CK_R93_2	CK_R93_3	CK_R94_1	CK_R94_2	CK_R94_3	CK_R95_1	CK_R95_2	CK_R95_3	CK_R96_1	CK_R96_2	CK_R96_3	CK_R97_1	CK_R97_2	CK_R97_3	CK_R98_1	CK_R98_2	CK_R98_3	CK_R99_1	CK_R99_2	CK_R99_3
0319-7L14	0	0.00385744	0.001436632	0.022872731	0.002656384	0.004026939	0	0.003927895	0.011229248	0.00755627	0.001743254	0.003204768	0.003278689	0.004880892	0.010477178	0.004085983	0.008125	0.004085983	0.018292683	0.006429902	0.004270109	0.003159285	0.001440507	0.001718104	0.00580945	0.007407407	0.006520293	0	0.014969866	0.003367226	0.007421443	0	0	0.001577287	0.005967181	0	0.001084221	0.009303839	0.006364126	0.004452861	0.003715937	0.004856083	0	0.007765024	0.01038819	0.008937563	0.006297796	0.00962936	0.008579422	0	0.012114944	0	0.011791956	0.003625099	0.004376246	0.007728894	0.007054476	0.003436115	0.006958034	0.006723797	0	0.002678811	0.004706486	0.00279414	0.011518709	0.010979568	0	0.008863502	0.006499133	0.001174642	0.006753377	0	0.004352806	0.005716005	0.00697314	0.005159388	0.00338607	0.003576865	0.003082223	0.005534755	0.003781862	0.002903194	0.000907029	0	0.003138218	0.006186249	0.002830856	0.002995748	0.003038711	0.004495913	0.003570632	0.005244338	0.002742182	0.004385602	0.002322557	0.001422563	0.003399478	0.002723348	0.00645397	0.004942107	0.003073345	0	0.003602411	0.013582734	0.0033151	0.002272934	0.006850737	0.001927313	0.005557722	0.011794111	0.004690002	0	0.007364828	0	0.001515858	0.007373423	0.011128284	0.002954713	0.012039127	0.012043302	0.004127421	0	0	0.003440175	0.006902816	0.003006954	0.001619902	0	0.004079004	0.003338527	0.002778449	0.002586174	0.000842156	0	0	0	0	0.002901755	0	0.002254658	0.001244091	0.011912428	0.001880929	0	0	0.001866786	0.008995816	0.009073543	0.001846154	0.001005973	0.013157895	0	0.006345282	0.004710219	0	0.004434725	0.000443695	0	0.007781863	0.005378568	0	0.004458805	0.007127193	0.004911722	0.002454627	0.006611258	0.003430238	0.00315809	0.006916996	0	0.003342693	0.005431158	0.006203308	0.007765965	0	0.013602985	0.001915954	0.006037322	0.005417561	0	0.003269683	0.012412237	0	0.001534341	0.006986255	0	0.001357428	0.005086827	0	0.010349541	0.008782033	0.002389114	0.002998251	0	0.046020051	0.016528926	0.001332602	0.004973221	0	0.000769413	0.002281245	0.007351766	0	0.004021938	0.007912829	0	0.006537728	0.004428157	0	0.003237883	0.006629834	0	0.006823998	0.005330964	0.003966155	0.002619742	0.003242075	0.004854369	0.013497004	0.000902469	0.002769181	0.011226611	0.004954516	0.00479976	0.01674179	0.01042711	0	0.008229336	0.004634488	0	0.00471451	0	0.006901725	0.002251238	0.008650261	0.005055394	0.013372957	0	0.007399287	0.006448515	0.01079414	0.007364756	0.012276786	0	0	0.007685048	0.002056829	0.006309584	0.003828158	0.004105933	0.001761698	0.009838998	0.002091831	0.003321547	0.003669052	0	0.005130198	0.007916761	0.002488181	0.002054849	0.005414771	0	0.007252408	0.006113424	0	0.005038629	0.002453687	0.00175452	0	0.008589221	0.003393626	0.006711409	0.001995261	0	0.003890352	0.004313344	0.002991553	0.001891365	0	0.005196864	0.002651515	0	0.005347241	0.005158058	0.00535776	0.006930786	0.003983726	0.011519214	0.008481655	0.004276655	0.005071315	0.003530796	0.001577443	0.007788689	0.012891344	0.010722348	0.011232507	0.007050814	0	0.005420675	0.00918197	0.006543075	0.003246923	0.011563346	0	0.00204537	0.002194866	0	0.008662554	0.004279543	0.007475305	0.004547086	0.004114942	0	0.001636976	0.004315898	0.002736489	0.006309148	0.00319904	0.002208724	0.007228916	0.002982559	0.002997377	0.000369031	0.007042713	0.005449591	0.002915615	0.002486166	0.001830544	0.006228805	0.001746128	0	0	0.00270871	0	0.002994759	0.002876712	0.002025072	0	0.011537411	0.001623706	0.018363005	0.016863406	0	0.009953031	0.003047619	0	0.003711807	0	0.007351109	0.007836822	0.00361183	0.004357298	0.008936051	0.009883721	0.005284522	0.01013582	0.00746733	0.005294914	0	0.003081914	0.002019871	0.014496546	0.0064264	0	0.006569431	0.007434402	0.004694836	0.006857855	0.002939879	0.009442871	0.013276759	0.008952608	0.00119653	0.010650182	0.011137629	0.000967492	0.008355677	0.010621012
Bacillales	0.009890859	0.06659853	0.02456849	0.040709265	0.030891174	0.01746164	0.002804612	0.030090482	0.099459056	0.042323151	0.04365107	0.047621725	0.048915918	0.05186858	0.089522822	0.087049209	0.04375	0.087049209	0.146849593	0.026741181	0.028103277	0.052329255	0.008643042	0.027235126	0.028401756	0.031313131	0.047238856	0.034954955	0.038429136	0.045688631	0.067582504	0.04657477	0.037279267	0.022453145	0.075252776	0.059155767	0.021181026	0.019973975	0.058843687	0.036237076	0.046173961	0.109747484	0.038801906	0.022957461	0.044833242	0.084718026	0.047121008	0.100835756	0.028660242	0.042431919	0.101130236	0.011626975	0.094125079	0.061494859	0.035453135	0.094926675	0.074575892	0.042408898	0.046314416	0.076071193	0.035708298	0.081167961	0.04244395	0.058752454	0.055539252	0.093851442	0.036304198	0.042938743	0.012998267	0.013853861	0.058091546	0.008707124	0.029095074	0.038808664	0.032541322	0.024691358	0.020433183	0.016133942	0.019762488	0.0310923	0.018304213	0.010811893	0.031111111	0.015287694	0.0166462	0.031970155	0.017781316	0.019713954	0.040692298	0.039736603	0.017853158	0.040762813	0.018773401	0.022589988	0.02703456	0.012617516	0.025693731	0.04158087	0.037262543	0.034312341	0.028906055	0.038954037	0.055065432	0.027913669	0.074589756	0.009728157	0.06082624	0.012665198	0.018915757	0.013824885	0.036147335	0.020161648	0.049290462	0.009280742	0.008512127	0.023103392	0.059659969	0.021819422	0.09668924	0.139918809	0.040215896	0.027102431	0.008359873	0.006628629	0.079442931	0.016914114	0.045588661	0.010090817	0.033490769	0.010349432	0.025610051	0.045277338	0.043491338	0.025395504	0.026737033	0.031007752	0.032499397	0.035235595	0.031127229	0.028242554	0.011445633	0.027366388	0.016110566	0.026083716	0	0.036290323	0.061854951	0.064947469	0.024	0.040867652	0.13381109	0.042966897	0.035805521	0.026418186	0.012650221	0.044286495	0.024314491	0.025548573	0.048406863	0.071162598	0.015873016	0.02358643	0.135416667	0.064250631	0.055638203	0.080279562	0.039619244	0.027432039	0.047760211	0.037964269	0.032892098	0.038208671	0.061432764	0.045992611	0.01083256	0.124714097	0.070954145	0.083516282	0.101093734	0.022854478	0.052903479	0.092527583	0.006338028	0.04767617	0.06634102	0	0.01213201	0.050868269	0.044585987	0.108670182	0.068672617	0.051314013	0.021903889	0.017416086	0.041067762	0.081198347	0.04664106	0.031752104	0.002325263	0.039772727	0.022649503	0.071599808	0.043974186	0.05630713	0.071734336	0.023920653	0.060746391	0.047335471	0.012391931	0.079530507	0.056629834	0.021276596	0.041796986	0.06722938	0.015864622	0.014383866	0.040826129	0.05315534	0.043981616	0.011925482	0.044143997	0.084763885	0.037443145	0.01859907	0.06052801	0.099258071	0.038222427	0.062398264	0.081409584	0.033955338	0.045573599	0.109080189	0.043060765	0.127420081	0.050111857	0.051521996	0.091381872	0.032905297	0.035626199	0.038622487	0.082112567	0.115559721	0.093191964	0.017228464	0.049966909	0.06539032	0.029405043	0.110809193	0.09783071	0.063231369	0.032140248	0.091681574	0.011191298	0.020786457	0.015593469	0.026010816	0.04780412	0.030762271	0.033092809	0.017466214	0.055880442	0.014081408	0.050885745	0.067637877	0.016039384	0.054193259	0.030180346	0.049660539	0.020632737	0.070861069	0.051953959	0.023748064	0.018954982	0.017080745	0.006703376	0.034135708	0.029974191	0.020627697	0.033353098	0.046507531	0.021496212	0.024617489	0.038024822	0.066465257	0.048853555	0.057413131	0.0397525	0.100415447	0.066696652	0.040112078	0.037591125	0.040800314	0.109533669	0.062365956	0.06961326	0.151805869	0.078320648	0.035740336	0.037335596	0.11207818	0.035058431	0.031624864	0.049803614	0.124650117	0.018947368	0.006507996	0.02280752	0.006622517	0.094106838	0.057854576	0.108836878	0.048821347	0.044745669	0	0.063649494	0.038198918	0.033521985	0.039715279	0.034189743	0.01960243	0.06414624	0.034720871	0.055151742	0.028932025	0.06018911	0.0208901	0.030277544	0.039457855	0.014382845	0.064364316	0.028621318	0	0.017616376	0.041047368	0.009059534	0.040678812	0.032876712	0.013982642	0.041070605	0.064582196	0.026385224	0.124958011	0.128161889	0.0495	0.066987251	0.052571429	0.039313714	0.032429476	0.005559299	0.070396212	0.127643586	0.051315251	0.070722306	0.054872941	0.038372093	0.089453933	0.040340564	0.04293715	0.039465583	0.028448969	0.030332522	0.038923463	0.087816621	0.0540165	0	0.071781581	0.052769679	0.021688818	0.085468148	0.023519036	0.06421152	0.098001642	0.090966005	0.042476817	0.120131079	0.100238663	0.091041022	0.072332731	0.062854199
Bryobacterales	0.010572988	0.04665194	0.013929085	0.011331445	0.035432734	0.031104631	0.009037083	0.039840079	0.022682335	0.048954984	0.0145736	0.010345215	0.020518244	0.046259197	0.016078838	0.016343933	0.04875	0.016343933	0.023301394	0.023436092	0.044786495	0.030731231	0.034428119	0.026344257	0.015362768	0.015151515	0.038589488	0.047567568	0.019182166	0.025683349	0.017764093	0.021929825	0.107913669	0.030339581	0.033731145	0.033590963	0.009060987	0.084124919	0.020609977	0.019193367	0.039223782	0.016598976	0.027910143	0.034436192	0.039990627	0.032477341	0.023954116	0.030795785	0.036928816	0.02951235	0.0288838	0.015235346	0.039587282	0.020102821	0.037391979	0.06084027	0.019483792	0.020435844	0.085018482	0.020962426	0.02699078	0.060139298	0.122026356	0.02930071	0.019515774	0.0194768	0.029421886	0.066180815	0.043760832	0.024218345	0.042208604	0.036939314	0.043986254	0.024669073	0.017303719	0.116086235	0.016346547	0.077245053	0.056114586	0.055835911	0.05816504	0.040844929	0.014965986	0.029399412	0.051712375	0.017283717	0.033527955	0.064070352	0.027216277	0.016394187	0.028788217	0.037663886	0.05394716	0.014067025	0.063452248	0.031172687	0.030990592	0.035337097	0.017413541	0.013696696	0.010549049	0.006604664	0.023672989	0.016	0.025857782	0.02854805	0.034461283	0.045154185	0.041829173	0.012575178	0.02276367	0.007105427	0.033123765	0.009570766	0.083255597	0.023103392	0.036063885	0.074322405	0.026711813	0.018403248	0.167319293	0.021389664	0.012738854	0.030374224	0.011565244	0.012215749	0.064506798	0.03370333	0.034349506	0.046182951	0.021985987	0.013934458	0.033987007	0.043852345	0.043548162	0.032603739	0.022363446	0.026668509	0.064269165	0.026106562	0.046031351	0.029942048	0.06157998	0.011923985	0.005621135	0.02994325	0.039748954	0.035816619	0.029333333	0.025778057	0.031367481	0.024850612	0.07828595	0.043006349	0.069892473	0.047688476	0.009820451	0.016585969	0.067279412	0.026479106	0.01377658	0.014151858	0.033004386	0.011018187	0.016810473	0.049301096	0.020495669	0.019010465	0.067193676	0.024094969	0.03449659	0.023677942	0.034284952	0.008519943	0.011451563	0.022992657	0.029569549	0.051591658	0.012368394	0.024720149	0.028707821	0.054663992	0.012112676	0.023043017	0.015222083	0	0.049885467	0.014032626	0.036305732	0.018062878	0.010797581	0.03884907	0.012825852	0.011874604	0.025365382	0.05661157	0.032766324	0.039020658	0	0.039417614	0.043506599	0.024772255	0.035869728	0.016453382	0.02529511	0.026837806	0.024244075	0.049778592	0.007636888	0.053627441	0.040883978	0.017561635	0.027295991	0.013919739	0.156002115	0.050664821	0.020773295	0.027912621	0.02053639	0.018500612	0.023293696	0.022156222	0.027615335	0.034948253	0.02318094	0.021255264	0.02348607	0.013745704	0.009050367	0.045273784	0.020429544	0.021816038	0.030007502	0.045700135	0.042803878	0.020544262	0.020059435	0.040930979	0.056453823	0.053097345	0.030454896	0.022897697	0.027901786	0.016479401	0.050297816	0.02022381	0.012874229	0.034771796	0.031901319	0.030999795	0.021655996	0.021914132	0.030226964	0.075216972	0.025133003	0.021117693	0.081461329	0.033702782	0.048519532	0.021733976	0.044617717	0.062486249	0.059564856	0.038501561	0.020962363	0.054417199	0.056925531	0.01121367	0.035763411	0.017178441	0.063114439	0.034589572	0.038782891	0.071428571	0.044529567	0.040165113	0.026923979	0.053312844	0.016009487	0.018673478	0.028693182	0.018463117	0.027033272	0.020926977	0.026385528	0.0434579	0.015426343	0.035785101	0.026858575	0.049402743	0.067575277	0.01775206	0.047717638	0.06118072	0.032780847	0.06275395	0.041185858	0.03646973	0.033517183	0.025194686	0.032276016	0.042166485	0.054883477	0.016266691	0.014135338	0.005020454	0.029392118	0.012974726	0.025265783	0.01828899	0.027498443	0.081967213	0.029323282	0	0.039672605	0.027312548	0.035512159	0.013103616	0.024892532	0.020154611	0.02534275	0.024930299	0.024128887	0.012989889	0.023801761	0.069028156	0.063694982	0.026465635	0.009414226	0.021800817	0.029380504	0	0.015746482	0.027781636	0.020491803	0.038931869	0.025890411	0.020154291	0.030390929	0.016452758	0.034909681	0.016347553	0.027543564	0.034	0.049429658	0.030857143	0.038745597	0.016683598	0.081536388	0.04771991	0.024852389	0.012198446	0.026814144	0.056269199	0.045639535	0.015087692	0.041759578	0.022090853	0.033308706	0.025341548	0.02270884	0.011955454	0.04275696	0.02405558	0	0.019105593	0.032798834	0.035178205	0.029415099	0.019403204	0.018319169	0.041472762	0.013021975	0.009347891	0.02211961	0.016388226	0.028541022	0.021575108	0.024372845
Burkholderiales	0.081855389	0.252909564	0.095837931	0.130311615	0.144858612	0.234256752	0.039887816	0.22683594	0.274575639	0.228898714	0.13039537	0.250646576	0.169487044	0.242150506	0.230290456	0.164149938	0.148375	0.164149938	0.12637921	0.302746229	0.282720953	0.113102418	0.116104869	0.246261534	0.219597211	0.14983165	0.209580838	0.213693694	0.146458428	0.241713984	0.182772778	0.127819549	0.285153695	0.094266098	0.176280457	0.165279429	0.086621491	0.136174366	0.17956626	0.156669055	0.160542252	0.154335158	0.211708645	0.226198515	0.183238304	0.155337362	0.189046334	0.124727471	0.128442648	0.108043065	0.065007018	0.084917007	0.175615919	0.158845241	0.174495901	0.106024574	0.094563574	0.112035446	0.267884323	0.177982861	0.082145851	0.129788374	0.106024303	0.107008005	0.109684519	0.173095284	0.09824501	0.130785897	0.151213172	0.072551391	0.192533767	0.153562005	0.129667812	0.156137184	0.201446281	0.33793993	0.232938292	0.140563166	0.126824404	0.167019372	0.168897965	0.112623886	0.128072562	0.224611508	0.214353936	0.125755572	0.204087049	0.141959799	0.123133835	0.135422343	0.178085249	0.143265793	0.126087644	0.301861812	0.184875511	0.115784265	0.144991699	0.16353371	0.219556746	0.101666196	0.184732951	0.053241677	0.120129393	0.140316547	0.101773579	0.210655514	0.123313266	0.061398678	0.139918097	0.236272749	0.12216884	0.154187761	0.092581283	0.083816705	0.197061567	0.23256322	0.113034518	0.190067617	0.194883371	0.174966171	0.100857234	0.230104955	0.077229299	0.282346031	0.202058734	0.162563428	0.183511715	0.151765893	0.224130528	0.133095927	0.232060884	0.221638939	0.110683349	0.185678601	0.247833077	0.176014592	0.177942241	0.257150753	0.128437594	0.14833274	0.298249979	0.151963941	0.164049722	0.150291889	0.012647555	0.095878136	0.140516039	0.223495702	0.110153846	0.149638478	0.074835526	0.085269847	0.200041203	0.241245136	0.174256799	0.201142093	0.081699056	0.096116205	0.125428922	0.140256516	0.112908056	0.139773829	0.257894737	0.224080712	0.180898542	0.176803929	0.125803962	0.146386773	0.203886693	0.088857546	0.19721888	0.167889471	0.131470117	0.123576868	0.072423398	0.170037318	0.208647337	0.154866447	0.122866196	0.176772388	0.115354434	0.163615848	0.096619718	0.179796909	0.184880154	0	0.210061933	0.135151728	0.136433121	0.155926577	0.185286496	0.13836086	0.223119847	0.076789107	0.084188912	0.145247934	0.070784667	0.161055853	0.003556285	0.078006629	0.245070882	0.141761227	0.168842864	0.250274223	0.140874303	0.121936989	0.134840643	0.193617346	0.083573487	0.141050288	0.192265193	0.09473151	0.113164629	0.189397305	0.162083554	0.176956156	0.214337176	0.125242718	0.1278143	0.208212467	0.197263398	0.210810811	0.107050032	0.19079046	0.154539601	0.123320634	0.180290122	0.131488515	0.157878629	0.130315081	0.190675746	0.119103774	0.169542386	0.153759568	0.289783743	0.137463698	0.135710748	0.154895666	0.120306933	0.160732661	0.170393215	0.080074987	0.159598214	0.093882647	0.149569821	0.186868006	0.073131713	0.19785382	0.149723522	0.145144734	0.199415632	0.148479428	0.380190357	0.141540769	0.218308567	0.104815864	0.283948698	0.149739878	0.130131874	0.191338023	0.160277236	0.145874587	0.261800024	0.140608741	0.109734794	0.262008734	0.152251258	0.190250973	0.219394773	0.107150526	0.195360879	0.222509035	0.165731388	0.26242236	0.164771367	0.313482677	0.229645706	0.23364265	0.128075897	0.180745177	0.195454545	0.075391059	0.142560074	0.154446983	0.144544302	0.120726796	0.122054586	0.133509584	0.104157296	0.128299661	0.171537242	0.136426049	0.131322094	0.267129473	0.12228361	0.219187359	0.164252394	0.222708485	0.093763258	0.165445106	0.237896494	0.28171574	0.255197696	0.20749782	0.17112782	0.080699145	0.212233992	0.066495472	0.243864024	0.334934798	0.138204147	0.193969128	0.236730177	0.075305292	0.226865672	0.110667354	0.223148206	0.18482569	0.103568929	0.187741579	0.179310345	0.256629709	0.154964406	0.240312938	0.252363873	0.175295186	0.130081301	0.165851311	0.034780335	0.126375528	0.172563012	0	0.174687531	0.176760661	0.155306299	0.187006073	0.267123288	0.162873674	0.091304634	0.194292736	0.068601583	0.087000336	0.147273749	0.122	0.103108924	0.243428571	0.076241336	0.180823631	0.219339623	0.133565911	0.169082126	0.213506883	0.169096699	0.165875454	0.154651163	0.082331317	0.226636935	0.202862477	0.179411403	0.217358693	0.18296837	0.17420024	0.130259577	0.303517152	0	0.129942141	0.223760933	0.141506315	0.115563364	0.161840365	0.166194523	0.128798248	0.17460715	0.143807957	0.136739406	0.171519491	0.08252709	0.175905718	0.205128205
