Group.1	CK_R1_1	CK_R1_2	CK_R1_3	CK_R10_1	CK_R10_2	CK_R10_3	CK_R100_1	CK_R100_2	CK_R100_3	CK_R101_1	CK_R101_2	CK_R101_3	CK_R102_1	CK_R102_2	CK_R102_3	CK_R103_1	CK_R103_2	CK_R103_3	CK_R104_1	CK_R104_2	CK_R104_3	CK_R105_1	CK_R105_2	CK_R105_3	CK_R106_1	CK_R106_2	CK_R106_3	CK_R107_1	CK_R107_2	CK_R107_3	CK_R108_1	CK_R108_2	CK_R108_3	CK_R109_1	CK_R109_2	CK_R109_3	CK_R11_1	CK_R11_2	CK_R11_3	CK_R110_1	CK_R110_2	CK_R110_3	CK_R111_1	CK_R111_2	CK_R111_3	CK_R112_1	CK_R112_2	CK_R112_3	CK_R113_1	CK_R113_2	CK_R113_3	CK_R114_1	CK_R114_2	CK_R114_3	CK_R115_1	CK_R115_2	CK_R115_3	CK_R116_1	CK_R116_2	CK_R116_3	CK_R117_1	CK_R117_2	CK_R117_3	CK_R118_1	CK_R118_2	CK_R118_3	CK_R119_1	CK_R119_2	CK_R119_3	CK_R12_1	CK_R12_2	CK_R12_3	CK_R120_1	CK_R120_2	CK_R120_3	CK_R121_1	CK_R121_2	CK_R121_3	CK_R122_1	CK_R122_2	CK_R122_3	CK_R123_1	CK_R123_2	CK_R123_3	CK_R124_1	CK_R124_2	CK_R124_3	CK_R125_1	CK_R125_2	CK_R125_3	CK_R126_1	CK_R126_2	CK_R126_3	CK_R127_1	CK_R127_2	CK_R127_3	CK_R128_1	CK_R128_2	CK_R128_3	CK_R129_1	CK_R129_2	CK_R129_3	CK_R13_1	CK_R13_2	CK_R13_3	CK_R14_1	CK_R14_2	CK_R14_3	CK_R15_1	CK_R15_2	CK_R15_3	CK_R16_1	CK_R16_2	CK_R16_3	CK_R17_1	CK_R17_2	CK_R17_3	CK_R18_1	CK_R18_2	CK_R18_3	CK_R19_1	CK_R19_2	CK_R19_3	CK_R2_1	CK_R2_2	CK_R2_3	CK_R20_1	CK_R20_2	CK_R20_3	CK_R21_1	CK_R21_2	CK_R21_3	CK_R22_1	CK_R22_2	CK_R22_3	CK_R23_1	CK_R23_2	CK_R23_3	CK_R24_1	CK_R24_2	CK_R24_3	CK_R25_1	CK_R25_2	CK_R25_3	CK_R26_1	CK_R26_2	CK_R26_3	CK_R27_1	CK_R27_2	CK_R27_3	CK_R28_1	CK_R28_2	CK_R28_3	CK_R29_1	CK_R29_2	CK_R29_3	CK_R3_1	CK_R3_2	CK_R3_3	CK_R30_1	CK_R30_2	CK_R30_3	CK_R31_1	CK_R31_2	CK_R31_3	CK_R32_1	CK_R32_2	CK_R32_3	CK_R33_1	CK_R33_2	CK_R33_3	CK_R34_1	CK_R34_2	CK_R34_3	CK_R35_1	CK_R35_2	CK_R35_3	CK_R36_1	CK_R36_2	CK_R36_3	CK_R37_1	CK_R37_2	CK_R37_3	CK_R38_1	CK_R38_2	CK_R38_3	CK_R39_1	CK_R39_2	CK_R39_3	CK_R4_1	CK_R4_2	CK_R4_3	CK_R40_1	CK_R40_2	CK_R40_3	CK_R41_1	CK_R41_2	CK_R41_3	CK_R42_1	CK_R42_2	CK_R42_3	CK_R43_1	CK_R43_2	CK_R43_3	CK_R44_1	CK_R44_2	CK_R44_3	CK_R45_1	CK_R45_2	CK_R45_3	CK_R46_1	CK_R46_2	CK_R46_3	CK_R47_1	CK_R47_2	CK_R47_3	CK_R48_1	CK_R48_2	CK_R48_3	CK_R49_1	CK_R49_2	CK_R49_3	CK_R5_1	CK_R5_2	CK_R5_3	CK_R50_1	CK_R50_2	CK_R50_3	CK_R51_1	CK_R51_2	CK_R51_3	CK_R52_1	CK_R52_2	CK_R52_3	CK_R53_1	CK_R53_2	CK_R53_3	CK_R54_1	CK_R54_2	CK_R54_3	CK_R55_1	CK_R55_2	CK_R55_3	CK_R56_1	CK_R56_2	CK_R56_3	CK_R57_1	CK_R57_2	CK_R57_3	CK_R58_1	CK_R58_2	CK_R58_3	CK_R59_1	CK_R59_2	CK_R59_3	CK_R6_1	CK_R6_2	CK_R6_3	CK_R60_1	CK_R60_2	CK_R60_3	CK_R61_1	CK_R61_2	CK_R61_3	CK_R62_1	CK_R62_2	CK_R62_3	CK_R63_1	CK_R63_2	CK_R63_3	CK_R64_1	CK_R64_2	CK_R64_3	CK_R65_1	CK_R65_2	CK_R65_3	CK_R66_1	CK_R66_2	CK_R66_3	CK_R67_1	CK_R67_2	CK_R67_3	CK_R68_1	CK_R68_2	CK_R68_3	CK_R69_1	CK_R69_2	CK_R69_3	CK_R7_1	CK_R7_2	CK_R7_3	CK_R70_1	CK_R70_2	CK_R70_3	CK_R71_1	CK_R71_2	CK_R71_3	CK_R72_1	CK_R72_2	CK_R72_3	CK_R73_1	CK_R73_2	CK_R73_3	CK_R74_1	CK_R74_2	CK_R74_3	CK_R75_1	CK_R75_2	CK_R75_3	CK_R76_1	CK_R76_2	CK_R76_3	CK_R77_1	CK_R77_2	CK_R77_3	CK_R78_1	CK_R78_2	CK_R78_3	CK_R79_1	CK_R79_2	CK_R79_3	CK_R8_1	CK_R8_2	CK_R8_3	CK_R80_1	CK_R80_2	CK_R80_3	CK_R81_1	CK_R81_2	CK_R81_3	CK_R82_1	CK_R82_2	CK_R82_3	CK_R83_1	CK_R83_2	CK_R83_3	CK_R84_1	CK_R84_2	CK_R84_3	CK_R85_1	CK_R85_2	CK_R85_3	CK_R86_1	CK_R86_2	CK_R86_3	CK_R87_1	CK_R87_2	CK_R87_3	CK_R88_1	CK_R88_2	CK_R88_3	CK_R89_1	CK_R89_2	CK_R89_3	CK_R9_1	CK_R9_2	CK_R9_3	CK_R90_1	CK_R90_2	CK_R90_3	CK_R91_1	CK_R91_2	CK_R91_3	CK_R92_1	CK_R92_2	CK_R92_3	CK_R93_1	CK_R93_2	CK_R93_3	CK_R94_1	CK_R94_2	CK_R94_3	CK_R95_1	CK_R95_2	CK_R95_3	CK_R96_1	CK_R96_2	CK_R96_3	CK_R97_1	CK_R97_2	CK_R97_3	CK_R98_1	CK_R98_2	CK_R98_3	CK_R99_1	CK_R99_2	CK_R99_3
Branch06	0.168147982	0.159073807	0.038543415	0.361441901	0.429127423	0.135036794	0.660209363	0.650761233	0.046611698	0.05478635	0.075894265	0.028458525	0.016946405	0.033619088	0.022740938	0.019765843	0.021339399	0.122245592	0.037575933	0.14662708	0.020189905	0.066151124	0.057005392	0.01452797	0.042469397	0.186932085	0.095822809	0.035734837	0.189726127	0.044100796	0.080119352	0.150975934	0.046702245	0.496084334	0.300960167	0.05115815	0.019423492	0.019765309	0.047276072	0.05497675	0.5263535	0.015973968	0.07739761	0.246042363	0.008350239	0.237760459	0.248394118	0.033996881	0.113929102	0.641481451	0.157798391	0.113601962	0.540803228	0.024529084	0.0468565	0.540498375	0.054111398	0.099685378	0.328058368	0.01986755	0.028539967	0.535268234	0.027054964	0.563753275	0.268101355	0.031633636	0.087439171	0.266448866	0.040433783	0.172450704	0.26176066	0.071106976	0.069446462	0.225148368	0.087969957	0.153113873	0.048129805	0.179565173	0.040543767	0.033023176	0.031631172	0.149148946	0.308399832	0.021632087	0.236566997	0.034059383	0.059021148	0.033625312	0.063532807	0.13020605	0.030936393	0.024554537	0.132010638	0.259942808	0.090932001	0.158795587	0.01081344	0.027008965	0.066205378	0.011685067	0.023685647	0.032219884	0.080547403	0.126664703	0.007969894	0.349128457	0.069227507	0.007585071	0.495918876	0.090778767	0.018426873	0.469554082	0.187157527	0.016560843	0.288806326	0.404058592	0.042067432	0.021891564	0.05074802	0.008002022	0.074576641	0.364768249	0.036485338	0.28213682	0.017166314	0.024984289	0.109935839	0.054124315	0.300588604	0.416885012	0.148681055	0.019311491	0.026305577	0.010906857	0.063182044	0.04364289	0.041421962	0.015397002	0.018044915	0.016655738	0.019882288	0.05131115	0.036036488	0.095645681	0.08956134	0.062836022	0.010835446	0.012787398	0.396668287	0.009079824	0.027311733	0.417152464	0.029993294	0.330928752	0.308240122	0.009308708	0.639894756	0.302860207	0.054569844	0.027310278	0.319545067	0.006147913	0.116831032	0.222752804	0.004779725	0.203769906	0.477609649	0.059063166	0.090676236	0.213299875	0.019689227	0.064237968	0.210486876	0.066874642	0.301247937	0.584110535	0.021704143	0.222918429	0.464431896	0.020621462	0.125355206	0.432099656	0.094742373	0.0419116	0.255134242	0.006897305	0.105122358	0.131784935	0.007939653	0.168010377	0.090787177	0.009457164	0.111754937	0.428745928	0.030826204	0.090034048	0.102223108	0.142221161	0.023157994	0.142569216	0.016104645	0.081937612	0.046095122	0.057107768	0.028547131	0.342801042	0.052108267	0.567635877	0.188848765	0.017495619	0.158111954	0.592929917	0.019942107	0.016752009	0.085406541	0.182464016	0.04236711	0.28333715	0.018385526	0.067568515	0.213998314	0.025160134	0.353519934	0.020084887	0.010450908	0.130256862	0.305478379	0.016107337	0.262111763	0.253729139	0.020753105	0.019106609	0.158958733	0.012285658	0.217533293	0.118194754	0.235668558	0.223692668	0.148875973	0.033072444	0.235543955	0.343854075	0.023671897	0.01269941	0.172604114	0.017401507	0.039127305	0.054624909	0.029788753	0.021565351	0.250661691	0.022403923	0.260719428	0.139580347	0.006023546	0.029424522	0.176672598	0.007715256	0.217484344	0.032967593	0.099934831	0.178683665	0.016495068	0.23250155	0.047776543	0.135316763	0.044104157	0.483036579	0.235799309	0.140663724	0.016256647	0.06678375	0.009146533	0.036205578	0.038150252	0.013086009	0.463345076	0.286951783	0.290446973	0.788893968	0.115559619	0.023196304	0.139874214	0.233623298	0.120839373	0.355086762	0.18842643	0.027372097	0.030874022	0.419061054	0.035418116	0.382100236	0.220082129	0.028140088	0.320288777	0.202150107	0.015792246	0.455073251	0.55816531	0.157991879	0.041356161	0.358777992	0.048777162	0.012295686	0.210581189	0.24904864	0.16626251	0.080478704	0.101299022	0.055560236	0.034887294	0.029561831	0.0818641	0.315586314	0.020576006	0.015927207	0.388857034	0.112420608	0.192577011	0.489305971	0.245889971	0.05902552	0.054609256	0.032899928	0.021252782	0.150909612	0.029578785	0.021861689	0.087102035	0.037267	0.034852181	0.033202373	0.013392183	0.098417726	0.043523816	0.008668938	0.047836288	0.168744591	0.035289617	0.043268785	0.221998474	0.018599513	0.031512879	0.474915744	0.134036145	0.067734212	0.042433484	0.022840966	0.039480548	0.421401447	0.018768586	0.067722502	0.207663736	0.029988882	0.040255841	0.087344913	0.322434753	0.017020468	0.291471686	0.064150417	0.259953535	0.129548591	0.150477304	0.01689098	0.570458764	0.056303585	0.250930808	0.379943532	0.064534563	0.074115252	0.492189212	0.031323811	0.305589074	0.179078014	0.021918221	0.43259893	0.48421972	0.021251214	0.02728013	0.22131417	0.028716904	0.232536546	0.610858294	0.018242098	0.074297314	0.472226791	0.017761989
Cantharellales	0.000378712	0.088512889	0.061839076	0.004245005	0.041592071	0.025936767	0.000847358	0.009522041	0.012759766	0.163220302	0.022354005	0.041280125	0.003300865	0.031161595	0.042502305	0.009606421	0.043036584	0.09686481	0.001619902	0.024318166	0.037943528	0.002318416	0.007675603	0.131561692	0.003321136	0.012212702	0.084087818	0.001450109	0.022762037	0.043991662	0.048849105	0.1479848	0.122903015	0.031912369	0.026314288	0.034295489	0.011066256	0.034972133	0.201979912	0.011154276	0.008844208	0.043357914	0.004596058	0.005061315	0.041371638	0.010990608	0.006795137	0.144222381	0.012259738	0.004957133	0.020674697	0.0029507	0.038432318	0.013670846	0.002930381	0.015731311	0.019141239	0.000993542	0.066108854	0.089540704	0.024874421	0.004311303	0.022931554	0.005267098	0.021727852	0.047049266	0.003575531	0.003347348	0.010569281	0.002557746	0.02783127	0.220499391	0.010841929	0.006726014	0.003884836	0.025325194	0.005864301	0.018627153	0.007449738	0.147162918	0.009955153	0.006636868	0.031709366	0.0020915	0.006770561	0.002715306	0.008903657	0.071875895	0.009538275	0.017612413	0.661891941	0.055754045	0.01961662	0.003217067	0.093536058	0.041992175	0.001970615	0.005590872	0.025003931	0.00803852	0.003365472	0.021830615	0	0.028909394	0.042542147	0.012855901	0.06293731	0.117431394	0.003780718	0.109980415	0.340165174	0.004842001	0.088890693	0.125529507	0.001448033	0.020414619	0.095992105	0.042237191	0.136610702	0.404460074	0.020936028	0.029923622	0.098320022	0.000568462	0.005331153	0.119010819	0.002474794	0.009908585	0.044619142	0.001548264	0.013978291	0.220678194	0.000609824	0.030608117	0.047402034	0.003569527	0.010307548	0.140505388	0.028362567	0.030983607	0.102630127	0.011388968	0.009046712	0.644454846	0.013478664	0.558988575	0.055931011	0.053732538	0.147850294	0.2121674	0.068540624	0.063972402	0.019177104	0.000986851	0.022853464	0.028738064	0.000668926	0.002396072	0.05689501	0.017685511	0.079474405	0.077075771	0.0382643	0.087139495	0.224239505	0.019601072	0.005394737	0.08723441	0.008077299	0.005581275	0.056953488	0.008533868	0.026102704	0.175993788	0.004001321	0.076381693	0.056387088	0.043529466	0.023989995	0.017778005	0.043840818	0.091840416	0.29243703	0.005564281	0.008178439	0.014268193	0.00945235	0.340103756	0.0665373	0.002276253	0.025553412	0.01097922	0.214573303	0.042153669	0.023665908	0.025399744	0.016107115	0.085498734	0.004005388	0.094770341	0.035342684	0.017467249	0.186280984	0.011953035	0.012822864	0.019907461	0.151287582	0.006265531	0.04556214	0.082113492	0.001731499	0.030236956	0.028051529	0.001697929	0.178603485	0.060962986	0.006272626	0.008568048	0.022656467	0.001174038	0.150066	0.075652071	0.005617107	0.011293012	0.011590293	0.003520158	0.035673577	0.044230726	0.014681867	0.021794628	0.053253817	0.00071413	0.037619208	0.022025491	0.002630375	0.081121628	0.020933362	0.006016416	0.076477684	0.280996927	0.001590783	0.045572867	0.012952259	0.18800402	0.101900129	0.073733761	0.050764379	0.019631861	0.156374728	0.050667757	0.086924234	0.142104508	0.010012799	0.117337851	0.015144588	0.001958836	0.250195123	0.084878099	0.00497215	0.138817175	0.143610888	0.003053552	0.020214544	0.092451953	0.044733185	0.029523414	0.050390773	0.141592788	0.022187616	0.015676556	0.056521878	0.017577914	0.048415438	0.00369984	0.02423271	0.042113585	0.002049033	0.157817744	0.080830031	0.003742964	0.023005613	0.088995242	0.002096436	0.031940242	0.025834157	0.084556903	0.080479022	0.138712616	0.000581883	0.04659461	0.049174718	0.033856667	0.016872562	0.014702482	0.00151825	0.113908393	0.099363042	0.002741249	0.116373247	0.028276117	0.00552334	0.065853102	0.032773754	0.022995749	0.365598872	0.026255878	0.002138354	0.200457189	0.025884324	0.01193485	0.044612353	0.025842259	0.101460497	0.155648699	0.066359912	0.00819368	0.036811927	0.023934375	0.010226675	0.006577911	0.011053116	0.008168362	0.010830804	0.009554333	0.0074531	0.020806475	0.015815451	0.115791782	0.013811967	0.00966568	0.004247769	0.002330329	0.023764446	0.001598709	0.028959997	0.128421949	0.002199557	0.00425721	0.106220828	0.107569721	0.00518688	0.14835722	0.002005365	0.025373134	0.059284966	0.001342505	0.096838083	0.116260131	0.008813113	0.016729956	0.017062351	0.007277855	0.03125	0.060353376	0.071974938	0.316016242	0.02813908	0.088562195	0.163441821	0.154079604	0.017674927	0.085905679	0.027014741	0.000437057	0.032670379	0.039501697	0.002074015	0.068676241	0.043574096	0.002440187	0.019564888	0.009163421	0.001286216	0.017213357	0.018217208	0.001668449	0.010034938	0.083035095	0.026669381	0.189062671	0.031531198	0.016676078	0.014738844	0.018598912	0.002630543	0.013218485	0.036116045
Capnodiales	0.007254695	0.001074968	0.005226813	0.001429012	0.005993617	0.001352817	0.001460063	0.01580818	0.00118146	0.001211048	0	0.001882537	0.011744596	0.003543363	0.002552009	0.001911804	0.00120114	0.000409367	0	0.001574259	0.001149425	0.003767426	0	0.000938533	0.011432938	0.004470432	0.001243443	0.009747957	0.002166946	0.022885268	0.039232737	0.002289133	0.00198158	0.001736133	0	0.00092652	0.004178618	0.004807778	0.004495102	0.004885514	0.00058215	0.00079236	0.007864365	0.002742475	0.006046725	0.004450742	0.006874768	0.001229281	0.007604141	0.002051928	0.000692233	0.002989021	0.002043436	0.000885243	0.040729339	0.002231853	0.000671622	0.011315339	0.010004244	0.001343527	0.000965411	0.002266767	0.000764011	0.005988985	0.002199763	0.010210222	0.003846601	0.003400905	0.001544097	0.001509859	0	0.004077367	0.00237905	0.003140455	0.000661861	0.005559189	0.012093221	0.003447327	0.001751007	0.003111086	8.67E-05	0.010068175	0.002855943	0.002748829	0.004682723	0.300690632	0.002037744	0.074454586	0.000880923	0.007281322	0.000872647	0.001888811	0.003330876	0.001109982	0.00317107	0.001347832	0.000810696	0.006340668	0.008520494	0.006084294	0.001200655	0.005497107	0	0.002175976	0.000886745	0.015897357	0.00565411	0.00064764	0.001450741	0.001635472	0.000413729	0.010030813	0.001298859	0.002459346	0.004782319	0.001216604	0.004301012	0.010876767	0.001363174	0.001073956	0.00347418	0.001185785	0.00131716	0.000613341	0.008938567	0.006657948	0.005536205	0	0.002909654	0.005299827	0.001656569	0.032806613	0.000138596	4.49E-05	0.003968254	0.00086773	0.002708728	0.002217267	0.001097623	0.016327869	0.004340629	0.001074049	0.067311548	0.000791289	0.001397411	0	0.007685348	0.000818539	0.001104679	0.001545965	0.006422245	0.00061134	0.001189781	0.000694966	0.001086344	0.001292241	0.00597574	0.00067023	0.004990163	0.038138142	0.000218336	0.014734574	0.000657462	0.003469777	0.000802796	0.002924927	0.001513158	0.002173663	0.001673789	0.00205512	0.001504579	0.017067736	0.002560313	0.003882516	0.022330802	0.002310017	0.000862188	0.002343982	0.001042219	0.031995287	0.002729969	0.000865738	0.001455891	0.000673098	0.000280876	0.00231934	0.001261163	0.00324467	0.001571532	0.008151275	0.005327455	0.003879386	0.000860205	0.001916076	0.000133358	0.001249874	0.002699618	0.002241501	0.000508058	0.000933489	0.015249179	0	0.003060123	0.001249299	8.34E-05	0.018216105	0.00059184	0.002251343	0.005684469	0.003679741	0.00115038	0.000347329	0.00266263	0.001203257	0.002015344	0.000610175	0.000250905	0.000782383	0.001667422	0.006413402	0	0.007692885	0.001359554	0.001197514	0.002370444	0.000957043	0.001442616	0.000963974	0.001586388	0.001413592	0.001438482	0.007651388	0.001362378	0.001313974	0.001245298	0.000912522	0.001182162	0.003856407	4.39E-05	0.003565304	0.00199234	0.000248823	0.003792397	0.01006155	0.00111259	0.001031933	6.86E-05	0.002102231	0.001005938	0.001995456	0.0007807	0.00110846	0.006133006	0.000977453	0.004880558	0.000657609	0.002653679	0.001275589	0.004279825	0.000611455	0.015590535	0.000559818	0.004689774	0.002107874	0.001236798	0.002454695	0.005442693	0.000834389	0.00163439	0.002756962	6.41E-05	0.001309485	0.00520866	0.010000695	0.002634335	0.001675576	0.008196132	0	0.001683071	0.000485728	0.006782616	0.001327874	0.024500349	0.000718608	0.00195077	0.001871627	0.008391257	0.003764992	0	0.008671659	0.001642579	0.004327169	0.001391729	0.000884053	0.001332342	0.001182377	0.004286296	0.002340406	0.000745982	0.002177925	0.000789049	0	0.001585002	0.001488355	0.001778523	0.005201323	0.001454962	0.000588295	0.014953861	0.002358888	0.001879937	0.003816943	0.001786906	0.008187933	0.011082915	5.94E-05	0.001471713	0.000778776	0.00056738	0	0.001577023	0	0.001593323	0.001760328	0.00172973	0.001898009	0.00134449	0.001049236	0.002514356	0.002400115	0.000699432	0	0.001428654	0.009233666	0.000251462	0.002874437	0.003877737	0	0.002173081	0.004224961	0.000961098	0.001135039	0.080865693	0.002912855	0.010660031	0.05900101	0	0.004672897	0.032946215	0	0.002729976	0.002520901	0.000758035	0.00324529	0.002584519	0.030363185	0.001904276	0.002876877	0.005599663	0.002005791	0.024621902	0.02516242	0.001558543	0.000629877	0.002139132	0.00241671	0.044129039	0.001503118	0.001224565	0.013976927	0.000454997	0.000593582	0.031691308	4.43E-05	0.001343331	0.003964349	0.002406832	0.00142877	0.001715914	0.000704523	0.00094427	0.001192045	0.010957912	0.001858404	0.002568404	0.002939725	0.002296062
Chaetosphaeriales	0.026793851	0.132328596	0.656155351	0.346675446	0.162995252	0.293584615	0.008043385	0.0290966	0.453543758	0.017261948	0.63272559	0.621915438	0.414641694	0.612116017	0.559250698	0.298383656	0.715457647	0.346522494	0.02275094	0.590513015	0.336306847	0.462493518	0.330855923	0.428677955	0.013813576	0.451837574	0.452418885	0.416710784	0.635807415	0.574565376	0.105251492	0.058739146	0.291427413	0.053770156	0.025382641	0.499265911	0.130794292	0.150554675	0.419181168	0.026119842	0.022569522	0.370253766	0.025206823	0.555050167	0.518604803	0.018347957	0.030471944	0.273336506	0.035426874	0.053553289	0.400479948	0.103063747	0.041261691	0.651102072	0.02658063	0.025070423	0.45294827	0.44880499	0.246225671	0.526091764	0.53535064	0.027667896	0.685710755	0.002205764	0.165978376	0.607578432	0.019762234	0.024609699	0.228274921	0.356991549	0.093718478	0.383628512	0.0656872	0.136894164	0.374267996	0.309298016	0.454589651	0.335028028	0.012702759	0.302488869	0.137833915	0.131856969	0.252897942	0.70869586	0.052971441	0.274659111	0.093571009	0.035467234	0.658672539	0.144234985	0.02328477	0.0808775	0.519300648	0.010497799	0.46681927	0.042450176	0.007869989	0.698158109	0.296373072	0.105790152	0.359523376	0.10391899	0.156884012	0.193334642	0.743687347	0.244249348	0.469715174	0.58154775	0.1028414	0.28172512	0.135926038	0.027117875	0.053232942	0.646574215	0.022939888	0.038128376	0.248236143	0.339333039	0.378341069	0.186099646	0.033068374	0.069228891	0.131009543	0.267057609	0.468892719	0.462251813	0.036113657	0.119435743	0.281996183	0.02773477	0.58079326	0.408965231	0.015744539	0.431480067	0.291945685	0.012877906	0.156458998	0.333742103	0.46117709	0.075606557	0.481368402	0.076115592	0.259146953	0.098331606	0.353811756	0.095077285	0.530099083	0.565264843	0.115240157	0.407307408	0.323862699	0.06323006	0.542702317	0.040877881	0.020358896	0.33737778	0.011906885	0.526381931	0.353943838	0.3560362	0.172783391	0.666810345	0.124769888	0.252520741	0.359109267	0.153599285	0.067390351	0.491924339	0.31642215	0.037706053	0.326571377	0.128877005	0.09835349	0.388347002	0.022713767	0.050561313	0.341529866	0.218504882	0.102687031	0.653943694	0.291659945	0.160762812	0.290171095	0.312781393	0.469624122	0.258187514	0.042612008	0.056350938	0.310206759	0.122498029	0.572150271	0.568710614	0.314990263	0.130245258	0.686362611	0.171419541	0.462685485	0.348231705	0.307575972	0.51153071	0.173003084	0.175796437	0.110228865	0.334219135	0.238415234	0.122983009	0.487347765	0.20036956	0.591253866	0.426634317	0.466544118	0.086349954	0.212159714	0.69657874	0.251596186	0.369166567	0.362414423	0.017670407	0.129137475	0.466513633	0.043512142	0.440296986	0.183408665	0.665363044	0.560328457	0.261184753	0.096370307	0.37801242	0.139431078	0.090596451	0.629470908	0.663557531	0.401784276	0.486153998	0.212069228	0.155824672	0.511039575	0.064715985	0.174712139	0.424288212	0.331284364	0.156318187	0.213949292	0.408416028	0.453565741	0.441427178	0.446510592	0.517827584	0.17509816	0.645205496	0.263819335	0.108955049	0.472121487	0.126721404	0.349262773	0.676708035	0.159314414	0.618146281	0.434716934	0.036194714	0.122443353	0.482728348	0.725109159	0.257594544	0.074833241	0.658582715	0.433788726	0.008820681	0.473880597	0.464870731	0.3473637	0.782794904	0.321885786	0.121886084	0.18180087	0.573212031	0.03595993	0.137939936	0.21822404	0.012986085	0.062765776	0.281191214	0.076575821	0.11096823	0.514556268	0.013420579	0.28612344	0.29957492	0.233540415	0.10897662	0.636739024	0.157898018	0.080101716	0.556626998	0.011433352	0.061083421	0.578470343	0.023791975	0.036936783	0.246585456	0.400899265	0.070003943	0.28606732	0.31956717	0.159494654	0.440218023	0.013601693	0.35277507	0.501963638	0.104605448	0.135771226	0.254196689	0.382862384	0.221620041	0.539195304	0.260713384	0.042584098	0.304587855	0.375619274	0.019674649	0.332751835	0.032075128	0.133896055	0.401536949	0.268069952	0.03849735	0.168945814	0.016740792	0.449865788	0.706729452	0.026441939	0.401452122	0.268226959	0.297016241	0.137842878	0.422511863	0.060756648	0.372108255	0.479195042	0.088020013	0.513440122	0.557258955	0.038987421	0.061097737	0.222262965	0.009079208	0.302993655	0.457750029	0.031902918	0.031167156	0.70053137	0.26462336	0.202433293	0.17541092	0.210442501	0.065463569	0.061684944	0.382497941	0.00210316	0.290176858	0.200665087	0.121738984	0.442184557	0.62294808	0.042163882	0.187036078	0.080149429	0.059230972	0.461395596	0.33764096	0.019649146	0.166104	0.055612279	0.353206265	0.317862185	0.024541889	0.188548137	0.376584825	0.220204165	0.368215052	0.365524903	0.513821444	0.055355566	0.24276709	0.323204706	0.207137571	0.240277838
