"Group.1"	"Sample"	"value"	"SampleID"	"Genotype"	"Germplasm"	"Treatment"	"Compartment"	"Block"	"Plot"
"7.14"	"KD4-96"	"CK_R100_1"	0	"CK_R100_1"	"X100"	"Inbred_line"	"CK"	"Root"	1	"P11"
"7.15"	"Pseudonocardiales"	"CK_R100_1"	0	"CK_R100_1"	"X100"	"Inbred_line"	"CK"	"Root"	1	"P11"
"7.16"	"Microtrichales"	"CK_R100_1"	0	"CK_R100_1"	"X100"	"Inbred_line"	"CK"	"Root"	1	"P11"
"7.17"	"Micrococcales"	"CK_R100_1"	0.065129324	"CK_R100_1"	"X100"	"Inbred_line"	"CK"	"Root"	1	"P11"
"7.18"	"Chitinophagales"	"CK_R100_1"	0.003116236	"CK_R100_1"	"X100"	"Inbred_line"	"CK"	"Root"	1	"P11"
"7.19"	"Gemmatimonadales"	"CK_R100_1"	0.0052976	"CK_R100_1"	"X100"	"Inbred_line"	"CK"	"Root"	1	"P11"
"7.20"	"Sphingomonadales"	"CK_R100_1"	0.004051106	"CK_R100_1"	"X100"	"Inbred_line"	"CK"	"Root"	1	"P11"
"7.21"	"Clostridia"	"CK_R100_1"	0	"CK_R100_1"	"X100"	"Inbred_line"	"CK"	"Root"	1	"P11"
"7.22"	"Bryobacterales"	"CK_R100_1"	0.009037083	"CK_R100_1"	"X100"	"Inbred_line"	"CK"	"Root"	1	"P11"
"7.23"	"Vicinamibacterales"	"CK_R100_1"	0.014646307	"CK_R100_1"	"X100"	"Inbred_line"	"CK"	"Root"	1	"P11"
"7.24"	"Bacillales"	"CK_R100_1"	0.002804612	"CK_R100_1"	"X100"	"Inbred_line"	"CK"	"Root"	1	"P11"
"7.25"	"Gaiellales"	"CK_R100_1"	0.025553132	"CK_R100_1"	"X100"	"Inbred_line"	"CK"	"Root"	1	"P11"
"7.26"	"Rhizobiales"	"CK_R100_1"	0.098473045	"CK_R100_1"	"X100"	"Inbred_line"	"CK"	"Root"	1	"P11"
"7.27"	"Burkholderiales"	"CK_R100_1"	0.039887816	"CK_R100_1"	"X100"	"Inbred_line"	"CK"	"Root"	1	"P11"
"7.28"	"Pyrinomonadales"	"CK_R100_1"	0.092240573	"CK_R100_1"	"X100"	"Inbred_line"	"CK"	"Root"	1	"P11"
"8"	"<0.5%"	"CK_R100_2"	0.010521148	"CK_R100_2"	"X100"	"Inbred_line"	"CK"	"Root"	2	"P11"
"8.1"	"Chthoniobacterales"	"CK_R100_2"	0.002805639	"CK_R100_2"	"X100"	"Inbred_line"	"CK"	"Root"	2	"P11"
"8.2"	"Dongiales"	"CK_R100_2"	0.023918075	"CK_R100_2"	"X100"	"Inbred_line"	"CK"	"Root"	2	"P11"
"8.3"	"Steroidobacterales"	"CK_R100_2"	0.000911833	"CK_R100_2"	"X100"	"Inbred_line"	"CK"	"Root"	2	"P11"
"8.4"	"Paenibacillales"	"CK_R100_2"	0.001683384	"CK_R100_2"	"X100"	"Inbred_line"	"CK"	"Root"	2	"P11"
"8.5"	"Solirubrobacterales"	"CK_R100_2"	0.00645297	"CK_R100_2"	"X100"	"Inbred_line"	"CK"	"Root"	2	"P11"
"8.6"	"Xanthomonadales"	"CK_R100_2"	0.001893807	"CK_R100_2"	"X100"	"Inbred_line"	"CK"	"Root"	2	"P11"
"8.7"	"Propionibacteriales"	"CK_R100_2"	0.013326787	"CK_R100_2"	"X100"	"Inbred_line"	"CK"	"Root"	2	"P11"
"8.8"	"Pseudomonadales"	"CK_R100_2"	0.005611279	"CK_R100_2"	"X100"	"Inbred_line"	"CK"	"Root"	2	"P11"
"8.9"	"Chloroflexales"	"CK_R100_2"	0.013817774	"CK_R100_2"	"X100"	"Inbred_line"	"CK"	"Root"	2	"P11"
"8.10"	"Frankiales"	"CK_R100_2"	0.01999018	"CK_R100_2"	"X100"	"Inbred_line"	"CK"	"Root"	2	"P11"
"8.11"	"Polyangiales"	"CK_R100_2"	0.017956092	"CK_R100_2"	"X100"	"Inbred_line"	"CK"	"Root"	2	"P11"
"8.12"	"Corynebacteriales"	"CK_R100_2"	0.024338921	"CK_R100_2"	"X100"	"Inbred_line"	"CK"	"Root"	2	"P11"
"8.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R100_2"	0.010871852	"CK_R100_2"	"X100"	"Inbred_line"	"CK"	"Root"	2	"P11"
"8.14"	"KD4-96"	"CK_R100_2"	0.019499193	"CK_R100_2"	"X100"	"Inbred_line"	"CK"	"Root"	2	"P11"
"8.15"	"Pseudonocardiales"	"CK_R100_2"	0.009609315	"CK_R100_2"	"X100"	"Inbred_line"	"CK"	"Root"	2	"P11"
"8.16"	"Microtrichales"	"CK_R100_2"	0.019639475	"CK_R100_2"	"X100"	"Inbred_line"	"CK"	"Root"	2	"P11"
"8.17"	"Micrococcales"	"CK_R100_2"	0.045240934	"CK_R100_2"	"X100"	"Inbred_line"	"CK"	"Root"	2	"P11"
"8.18"	"Chitinophagales"	"CK_R100_2"	0.005961984	"CK_R100_2"	"X100"	"Inbred_line"	"CK"	"Root"	2	"P11"
"8.19"	"Gemmatimonadales"	"CK_R100_2"	0.02497019	"CK_R100_2"	"X100"	"Inbred_line"	"CK"	"Root"	2	"P11"
"8.20"	"Sphingomonadales"	"CK_R100_2"	0.012976082	"CK_R100_2"	"X100"	"Inbred_line"	"CK"	"Root"	2	"P11"
"8.21"	"Clostridia"	"CK_R100_2"	0.017535246	"CK_R100_2"	"X100"	"Inbred_line"	"CK"	"Root"	2	"P11"
"8.22"	"Bryobacterales"	"CK_R100_2"	0.039840079	"CK_R100_2"	"X100"	"Inbred_line"	"CK"	"Root"	2	"P11"
"8.23"	"Vicinamibacterales"	"CK_R100_2"	0.077295364	"CK_R100_2"	"X100"	"Inbred_line"	"CK"	"Root"	2	"P11"
"8.24"	"Bacillales"	"CK_R100_2"	0.030090482	"CK_R100_2"	"X100"	"Inbred_line"	"CK"	"Root"	2	"P11"
"8.25"	"Gaiellales"	"CK_R100_2"	0.067405485	"CK_R100_2"	"X100"	"Inbred_line"	"CK"	"Root"	2	"P11"
"8.26"	"Rhizobiales"	"CK_R100_2"	0.080872554	"CK_R100_2"	"X100"	"Inbred_line"	"CK"	"Root"	2	"P11"
"8.27"	"Burkholderiales"	"CK_R100_2"	0.22683594	"CK_R100_2"	"X100"	"Inbred_line"	"CK"	"Root"	2	"P11"
"8.28"	"Pyrinomonadales"	"CK_R100_2"	0.128007295	"CK_R100_2"	"X100"	"Inbred_line"	"CK"	"Root"	2	"P11"
"9"	"<0.5%"	"CK_R100_3"	0.021451222	"CK_R100_3"	"X100"	"Inbred_line"	"CK"	"Root"	3	"P11"
"9.1"	"Chthoniobacterales"	"CK_R100_3"	0.004066406	"CK_R100_3"	"X100"	"Inbred_line"	"CK"	"Root"	3	"P11"
"9.2"	"Dongiales"	"CK_R100_3"	0.002760679	"CK_R100_3"	"X100"	"Inbred_line"	"CK"	"Root"	3	"P11"
"9.3"	"Steroidobacterales"	"CK_R100_3"	0.00264876	"CK_R100_3"	"X100"	"Inbred_line"	"CK"	"Root"	3	"P11"
"9.4"	"Paenibacillales"	"CK_R100_3"	0.001454952	"CK_R100_3"	"X100"	"Inbred_line"	"CK"	"Root"	3	"P11"
"9.5"	"Solirubrobacterales"	"CK_R100_3"	0.016377542	"CK_R100_3"	"X100"	"Inbred_line"	"CK"	"Root"	3	"P11"
"9.6"	"Xanthomonadales"	"CK_R100_3"	0.003767954	"CK_R100_3"	"X100"	"Inbred_line"	"CK"	"Root"	3	"P11"
"9.7"	"Propionibacteriales"	"CK_R100_3"	0.002051856	"CK_R100_3"	"X100"	"Inbred_line"	"CK"	"Root"	3	"P11"
"9.8"	"Pseudomonadales"	"CK_R100_3"	0.004737922	"CK_R100_3"	"X100"	"Inbred_line"	"CK"	"Root"	3	"P11"
"9.9"	"Chloroflexales"	"CK_R100_3"	0.009065473	"CK_R100_3"	"X100"	"Inbred_line"	"CK"	"Root"	3	"P11"
"9.10"	"Frankiales"	"CK_R100_3"	0.013057265	"CK_R100_3"	"X100"	"Inbred_line"	"CK"	"Root"	3	"P11"
"9.11"	"Polyangiales"	"CK_R100_3"	0.007535907	"CK_R100_3"	"X100"	"Inbred_line"	"CK"	"Root"	3	"P11"
"9.12"	"Corynebacteriales"	"CK_R100_3"	0.005670584	"CK_R100_3"	"X100"	"Inbred_line"	"CK"	"Root"	3	"P11"
"9.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R100_3"	0.005595971	"CK_R100_3"	"X100"	"Inbred_line"	"CK"	"Root"	3	"P11"
"9.14"	"KD4-96"	"CK_R100_3"	0.011415781	"CK_R100_3"	"X100"	"Inbred_line"	"CK"	"Root"	3	"P11"
"9.15"	"Pseudonocardiales"	"CK_R100_3"	0.012348442	"CK_R100_3"	"X100"	"Inbred_line"	"CK"	"Root"	3	"P11"
"9.16"	"Microtrichales"	"CK_R100_3"	0.030628614	"CK_R100_3"	"X100"	"Inbred_line"	"CK"	"Root"	3	"P11"
"9.17"	"Micrococcales"	"CK_R100_3"	0.015668719	"CK_R100_3"	"X100"	"Inbred_line"	"CK"	"Root"	3	"P11"
"9.18"	"Chitinophagales"	"CK_R100_3"	0.008916247	"CK_R100_3"	"X100"	"Inbred_line"	"CK"	"Root"	3	"P11"
"9.19"	"Gemmatimonadales"	"CK_R100_3"	0.027756016	"CK_R100_3"	"X100"	"Inbred_line"	"CK"	"Root"	3	"P11"
"9.20"	"Sphingomonadales"	"CK_R100_3"	0.020966238	"CK_R100_3"	"X100"	"Inbred_line"	"CK"	"Root"	3	"P11"
"9.21"	"Clostridia"	"CK_R100_3"	0.010930796	"CK_R100_3"	"X100"	"Inbred_line"	"CK"	"Root"	3	"P11"
"9.22"	"Bryobacterales"	"CK_R100_3"	0.022682335	"CK_R100_3"	"X100"	"Inbred_line"	"CK"	"Root"	3	"P11"
"9.23"	"Vicinamibacterales"	"CK_R100_3"	0.043200895	"CK_R100_3"	"X100"	"Inbred_line"	"CK"	"Root"	3	"P11"
"9.24"	"Bacillales"	"CK_R100_3"	0.099459056	"CK_R100_3"	"X100"	"Inbred_line"	"CK"	"Root"	3	"P11"
"9.25"	"Gaiellales"	"CK_R100_3"	0.032493938	"CK_R100_3"	"X100"	"Inbred_line"	"CK"	"Root"	3	"P11"
"9.26"	"Rhizobiales"	"CK_R100_3"	0.076105204	"CK_R100_3"	"X100"	"Inbred_line"	"CK"	"Root"	3	"P11"
"9.27"	"Burkholderiales"	"CK_R100_3"	0.274575639	"CK_R100_3"	"X100"	"Inbred_line"	"CK"	"Root"	3	"P11"
"9.28"	"Pyrinomonadales"	"CK_R100_3"	0.165603432	"CK_R100_3"	"X100"	"Inbred_line"	"CK"	"Root"	3	"P11"
"10"	"<0.5%"	"CK_R101_1"	0.022106109	"CK_R101_1"	"X101"	"Inbred_line"	"CK"	"Root"	1	"P14"
"10.1"	"Chthoniobacterales"	"CK_R101_1"	0.013384244	"CK_R101_1"	"X101"	"Inbred_line"	"CK"	"Root"	1	"P14"
"10.2"	"Dongiales"	"CK_R101_1"	0.001406752	"CK_R101_1"	"X101"	"Inbred_line"	"CK"	"Root"	1	"P14"
"10.3"	"Steroidobacterales"	"CK_R101_1"	0.009525723	"CK_R101_1"	"X101"	"Inbred_line"	"CK"	"Root"	1	"P14"
"10.4"	"Paenibacillales"	"CK_R101_1"	0.006752412	"CK_R101_1"	"X101"	"Inbred_line"	"CK"	"Root"	1	"P14"
"10.5"	"Solirubrobacterales"	"CK_R101_1"	0.004059486	"CK_R101_1"	"X101"	"Inbred_line"	"CK"	"Root"	1	"P14"
"10.6"	"Xanthomonadales"	"CK_R101_1"	0.013263666	"CK_R101_1"	"X101"	"Inbred_line"	"CK"	"Root"	1	"P14"
"10.7"	"Propionibacteriales"	"CK_R101_1"	0.010008039	"CK_R101_1"	"X101"	"Inbred_line"	"CK"	"Root"	1	"P14"
"10.8"	"Pseudomonadales"	"CK_R101_1"	0.009163987	"CK_R101_1"	"X101"	"Inbred_line"	"CK"	"Root"	1	"P14"
"10.9"	"Chloroflexales"	"CK_R101_1"	0.006149518	"CK_R101_1"	"X101"	"Inbred_line"	"CK"	"Root"	1	"P14"
"10.10"	"Frankiales"	"CK_R101_1"	0.002652733	"CK_R101_1"	"X101"	"Inbred_line"	"CK"	"Root"	1	"P14"
"10.11"	"Polyangiales"	"CK_R101_1"	0.003054662	"CK_R101_1"	"X101"	"Inbred_line"	"CK"	"Root"	1	"P14"
"10.12"	"Corynebacteriales"	"CK_R101_1"	0.02471865	"CK_R101_1"	"X101"	"Inbred_line"	"CK"	"Root"	1	"P14"
"10.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R101_1"	0.010048232	"CK_R101_1"	"X101"	"Inbred_line"	"CK"	"Root"	1	"P14"
"10.14"	"KD4-96"	"CK_R101_1"	0.004541801	"CK_R101_1"	"X101"	"Inbred_line"	"CK"	"Root"	1	"P14"
"10.15"	"Pseudonocardiales"	"CK_R101_1"	0.008802251	"CK_R101_1"	"X101"	"Inbred_line"	"CK"	"Root"	1	"P14"
"10.16"	"Microtrichales"	"CK_R101_1"	0.015836013	"CK_R101_1"	"X101"	"Inbred_line"	"CK"	"Root"	1	"P14"
"10.17"	"Micrococcales"	"CK_R101_1"	0.003697749	"CK_R101_1"	"X101"	"Inbred_line"	"CK"	"Root"	1	"P14"
"10.18"	"Chitinophagales"	"CK_R101_1"	0.007114148	"CK_R101_1"	"X101"	"Inbred_line"	"CK"	"Root"	1	"P14"
"10.19"	"Gemmatimonadales"	"CK_R101_1"	0.009525723	"CK_R101_1"	"X101"	"Inbred_line"	"CK"	"Root"	1	"P14"
"10.20"	"Sphingomonadales"	"CK_R101_1"	0.005426045	"CK_R101_1"	"X101"	"Inbred_line"	"CK"	"Root"	1	"P14"
"10.21"	"Clostridia"	"CK_R101_1"	0.017604502	"CK_R101_1"	"X101"	"Inbred_line"	"CK"	"Root"	1	"P14"
"10.22"	"Bryobacterales"	"CK_R101_1"	0.048954984	"CK_R101_1"	"X101"	"Inbred_line"	"CK"	"Root"	1	"P14"
"10.23"	"Vicinamibacterales"	"CK_R101_1"	0.050080386	"CK_R101_1"	"X101"	"Inbred_line"	"CK"	"Root"	1	"P14"
"10.24"	"Bacillales"	"CK_R101_1"	0.042323151	"CK_R101_1"	"X101"	"Inbred_line"	"CK"	"Root"	1	"P14"
"10.25"	"Gaiellales"	"CK_R101_1"	0.065755627	"CK_R101_1"	"X101"	"Inbred_line"	"CK"	"Root"	1	"P14"
"10.26"	"Rhizobiales"	"CK_R101_1"	0.156712219	"CK_R101_1"	"X101"	"Inbred_line"	"CK"	"Root"	1	"P14"
"10.27"	"Burkholderiales"	"CK_R101_1"	0.228898714	"CK_R101_1"	"X101"	"Inbred_line"	"CK"	"Root"	1	"P14"
"10.28"	"Pyrinomonadales"	"CK_R101_1"	0.174397106	"CK_R101_1"	"X101"	"Inbred_line"	"CK"	"Root"	1	"P14"
"11"	"<0.5%"	"CK_R101_2"	0.012760616	"CK_R101_2"	"X101"	"Inbred_line"	"CK"	"Root"	2	"P14"
"11.1"	"Chthoniobacterales"	"CK_R101_2"	0.005578412	"CK_R101_2"	"X101"	"Inbred_line"	"CK"	"Root"	2	"P14"
"11.2"	"Dongiales"	"CK_R101_2"	0.005717872	"CK_R101_2"	"X101"	"Inbred_line"	"CK"	"Root"	2	"P14"
"11.3"	"Steroidobacterales"	"CK_R101_2"	0.008228157	"CK_R101_2"	"X101"	"Inbred_line"	"CK"	"Root"	2	"P14"
"11.4"	"Paenibacillales"	"CK_R101_2"	0.003416777	"CK_R101_2"	"X101"	"Inbred_line"	"CK"	"Root"	2	"P14"
"11.5"	"Solirubrobacterales"	"CK_R101_2"	0.00990168	"CK_R101_2"	"X101"	"Inbred_line"	"CK"	"Root"	2	"P14"
"11.6"	"Xanthomonadales"	"CK_R101_2"	0.003416777	"CK_R101_2"	"X101"	"Inbred_line"	"CK"	"Root"	2	"P14"
"11.7"	"Propionibacteriales"	"CK_R101_2"	0.003904888	"CK_R101_2"	"X101"	"Inbred_line"	"CK"	"Root"	2	"P14"
"11.8"	"Pseudomonadales"	"CK_R101_2"	0.008855728	"CK_R101_2"	"X101"	"Inbred_line"	"CK"	"Root"	2	"P14"
"11.9"	"Chloroflexales"	"CK_R101_2"	0.015270902	"CK_R101_2"	"X101"	"Inbred_line"	"CK"	"Root"	2	"P14"
"11.10"	"Frankiales"	"CK_R101_2"	0.005160031	"CK_R101_2"	"X101"	"Inbred_line"	"CK"	"Root"	2	"P14"
"11.11"	"Polyangiales"	"CK_R101_2"	0.008437347	"CK_R101_2"	"X101"	"Inbred_line"	"CK"	"Root"	2	"P14"
"11.12"	"Corynebacteriales"	"CK_R101_2"	0.007670316	"CK_R101_2"	"X101"	"Inbred_line"	"CK"	"Root"	2	"P14"
"11.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R101_2"	0.014782791	"CK_R101_2"	"X101"	"Inbred_line"	"CK"	"Root"	2	"P14"
"11.14"	"KD4-96"	"CK_R101_2"	0.010389792	"CK_R101_2"	"X101"	"Inbred_line"	"CK"	"Root"	2	"P14"
"11.15"	"Pseudonocardiales"	"CK_R101_2"	0.010598982	"CK_R101_2"	"X101"	"Inbred_line"	"CK"	"Root"	2	"P14"
"11.16"	"Microtrichales"	"CK_R101_2"	0.034446691	"CK_R101_2"	"X101"	"Inbred_line"	"CK"	"Root"	2	"P14"
"11.17"	"Micrococcales"	"CK_R101_2"	0.018966599	"CK_R101_2"	"X101"	"Inbred_line"	"CK"	"Root"	2	"P14"
"11.18"	"Chitinophagales"	"CK_R101_2"	0.00976222	"CK_R101_2"	"X101"	"Inbred_line"	"CK"	"Root"	2	"P14"
"11.19"	"Gemmatimonadales"	"CK_R101_2"	0.015689282	"CK_R101_2"	"X101"	"Inbred_line"	"CK"	"Root"	2	"P14"
"11.20"	"Sphingomonadales"	"CK_R101_2"	0.028101248	"CK_R101_2"	"X101"	"Inbred_line"	"CK"	"Root"	2	"P14"
"11.21"	"Clostridia"	"CK_R101_2"	0.03402831	"CK_R101_2"	"X101"	"Inbred_line"	"CK"	"Root"	2	"P14"
"11.22"	"Bryobacterales"	"CK_R101_2"	0.0145736	"CK_R101_2"	"X101"	"Inbred_line"	"CK"	"Root"	2	"P14"
"11.23"	"Vicinamibacterales"	"CK_R101_2"	0.040652674	"CK_R101_2"	"X101"	"Inbred_line"	"CK"	"Root"	2	"P14"
"11.24"	"Bacillales"	"CK_R101_2"	0.04365107	"CK_R101_2"	"X101"	"Inbred_line"	"CK"	"Root"	2	"P14"
"11.25"	"Gaiellales"	"CK_R101_2"	0.099016805	"CK_R101_2"	"X101"	"Inbred_line"	"CK"	"Root"	2	"P14"
"11.26"	"Rhizobiales"	"CK_R101_2"	0.16435395	"CK_R101_2"	"X101"	"Inbred_line"	"CK"	"Root"	2	"P14"
"11.27"	"Burkholderiales"	"CK_R101_2"	0.13039537	"CK_R101_2"	"X101"	"Inbred_line"	"CK"	"Root"	2	"P14"
"11.28"	"Pyrinomonadales"	"CK_R101_2"	0.19322223	"CK_R101_2"	"X101"	"Inbred_line"	"CK"	"Root"	2	"P14"
"12"	"<0.5%"	"CK_R101_3"	0.015967615	"CK_R101_3"	"X101"	"Inbred_line"	"CK"	"Root"	3	"P14"
"12.1"	"Chthoniobacterales"	"CK_R101_3"	0.002024064	"CK_R101_3"	"X101"	"Inbred_line"	"CK"	"Root"	3	"P14"
"12.2"	"Dongiales"	"CK_R101_3"	0.037670078	"CK_R101_3"	"X101"	"Inbred_line"	"CK"	"Root"	3	"P14"
"12.3"	"Steroidobacterales"	"CK_R101_3"	0.001349376	"CK_R101_3"	"X101"	"Inbred_line"	"CK"	"Root"	3	"P14"
"12.4"	"Paenibacillales"	"CK_R101_3"	0.003204768	"CK_R101_3"	"X101"	"Inbred_line"	"CK"	"Root"	3	"P14"
"12.5"	"Solirubrobacterales"	"CK_R101_3"	0.014562015	"CK_R101_3"	"X101"	"Inbred_line"	"CK"	"Root"	3	"P14"
"12.6"	"Xanthomonadales"	"CK_R101_3"	0.00506016	"CK_R101_3"	"X101"	"Inbred_line"	"CK"	"Root"	3	"P14"
"12.7"	"Propionibacteriales"	"CK_R101_3"	0.012706623	"CK_R101_3"	"X101"	"Inbred_line"	"CK"	"Root"	3	"P14"
"12.8"	"Pseudomonadales"	"CK_R101_3"	0.009445631	"CK_R101_3"	"X101"	"Inbred_line"	"CK"	"Root"	3	"P14"
"12.9"	"Chloroflexales"	"CK_R101_3"	0.007927583	"CK_R101_3"	"X101"	"Inbred_line"	"CK"	"Root"	3	"P14"
"12.10"	"Frankiales"	"CK_R101_3"	0.010738783	"CK_R101_3"	"X101"	"Inbred_line"	"CK"	"Root"	3	"P14"
"12.11"	"Polyangiales"	"CK_R101_3"	0.007084224	"CK_R101_3"	"X101"	"Inbred_line"	"CK"	"Root"	3	"P14"
"12.12"	"Corynebacteriales"	"CK_R101_3"	0.020240639	"CK_R101_3"	"X101"	"Inbred_line"	"CK"	"Root"	3	"P14"
"12.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R101_3"	0.006297088	"CK_R101_3"	"X101"	"Inbred_line"	"CK"	"Root"	3	"P14"
"12.14"	"KD4-96"	"CK_R101_3"	0.010007871	"CK_R101_3"	"X101"	"Inbred_line"	"CK"	"Root"	3	"P14"
"12.15"	"Pseudonocardiales"	"CK_R101_3"	0.018272799	"CK_R101_3"	"X101"	"Inbred_line"	"CK"	"Root"	3	"P14"
"12.16"	"Microtrichales"	"CK_R101_3"	0.002080288	"CK_R101_3"	"X101"	"Inbred_line"	"CK"	"Root"	3	"P14"
"12.17"	"Micrococcales"	"CK_R101_3"	0.018835039	"CK_R101_3"	"X101"	"Inbred_line"	"CK"	"Root"	3	"P14"
"12.18"	"Chitinophagales"	"CK_R101_3"	0.007365344	"CK_R101_3"	"X101"	"Inbred_line"	"CK"	"Root"	3	"P14"
"12.19"	"Gemmatimonadales"	"CK_R101_3"	0.011750815	"CK_R101_3"	"X101"	"Inbred_line"	"CK"	"Root"	3	"P14"
"12.20"	"Sphingomonadales"	"CK_R101_3"	0.026481502	"CK_R101_3"	"X101"	"Inbred_line"	"CK"	"Root"	3	"P14"
"12.21"	"Clostridia"	"CK_R101_3"	0.03165411	"CK_R101_3"	"X101"	"Inbred_line"	"CK"	"Root"	3	"P14"
"12.22"	"Bryobacterales"	"CK_R101_3"	0.010345215	"CK_R101_3"	"X101"	"Inbred_line"	"CK"	"Root"	3	"P14"
"12.23"	"Vicinamibacterales"	"CK_R101_3"	0.03699539	"CK_R101_3"	"X101"	"Inbred_line"	"CK"	"Root"	3	"P14"
"12.24"	"Bacillales"	"CK_R101_3"	0.047621725	"CK_R101_3"	"X101"	"Inbred_line"	"CK"	"Root"	3	"P14"
"12.25"	"Gaiellales"	"CK_R101_3"	0.050264253	"CK_R101_3"	"X101"	"Inbred_line"	"CK"	"Root"	3	"P14"
"12.26"	"Rhizobiales"	"CK_R101_3"	0.155571798	"CK_R101_3"	"X101"	"Inbred_line"	"CK"	"Root"	3	"P14"
"12.27"	"Burkholderiales"	"CK_R101_3"	0.250646576	"CK_R101_3"	"X101"	"Inbred_line"	"CK"	"Root"	3	"P14"
"12.28"	"Pyrinomonadales"	"CK_R101_3"	0.110480153	"CK_R101_3"	"X101"	"Inbred_line"	"CK"	"Root"	3	"P14"
"13"	"<0.5%"	"CK_R102_1"	0.032205182	"CK_R102_1"	"X102"	"Inbred_line"	"CK"	"Root"	1	"P14"
"13.1"	"Chthoniobacterales"	"CK_R102_1"	0.010047594	"CK_R102_1"	"X102"	"Inbred_line"	"CK"	"Root"	1	"P14"
"13.2"	"Dongiales"	"CK_R102_1"	0.00026441	"CK_R102_1"	"X102"	"Inbred_line"	"CK"	"Root"	1	"P14"
"13.3"	"Steroidobacterales"	"CK_R102_1"	0.004547858	"CK_R102_1"	"X102"	"Inbred_line"	"CK"	"Root"	1	"P14"
"13.4"	"Paenibacillales"	"CK_R102_1"	0.004124802	"CK_R102_1"	"X102"	"Inbred_line"	"CK"	"Root"	1	"P14"
"13.5"	"Solirubrobacterales"	"CK_R102_1"	0.004230566	"CK_R102_1"	"X102"	"Inbred_line"	"CK"	"Root"	1	"P14"
"13.6"	"Xanthomonadales"	"CK_R102_1"	0.005076679	"CK_R102_1"	"X102"	"Inbred_line"	"CK"	"Root"	1	"P14"
"13.7"	"Propionibacteriales"	"CK_R102_1"	0.017874141	"CK_R102_1"	"X102"	"Inbred_line"	"CK"	"Root"	1	"P14"
"13.8"	"Pseudomonadales"	"CK_R102_1"	0.006345849	"CK_R102_1"	"X102"	"Inbred_line"	"CK"	"Root"	1	"P14"
"13.9"	"Chloroflexales"	"CK_R102_1"	0.007562136	"CK_R102_1"	"X102"	"Inbred_line"	"CK"	"Root"	1	"P14"
"13.10"	"Frankiales"	"CK_R102_1"	0.003331571	"CK_R102_1"	"X102"	"Inbred_line"	"CK"	"Root"	1	"P14"
"13.11"	"Polyangiales"	"CK_R102_1"	0.008143839	"CK_R102_1"	"X102"	"Inbred_line"	"CK"	"Root"	1	"P14"
"13.12"	"Corynebacteriales"	"CK_R102_1"	0.00586991	"CK_R102_1"	"X102"	"Inbred_line"	"CK"	"Root"	1	"P14"
"13.13"	"Gammaproteobacteria_Incertae_Sedis"	"CK_R102_1"	0.00586991	"CK_R102_1"	"X102"	"Inbred_line"	"CK"	"Root"	1	"P14"
"13.14"	"KD4-96"	"CK_R102_1"	0.009888948	"CK_R102_1"	"X102"	"Inbred_line"	"CK"	"Root"	1	"P14"
"13.15"	"Pseudonocardiales"	"CK_R102_1"	0.006557377	"CK_R102_1"	"X102"	"Inbred_line"	"CK"	"Root"	1	"P14"
"13.16"	"Microtrichales"	"CK_R102_1"	0.00586991	"CK_R102_1"	"X102"	"Inbred_line"	"CK"	"Root"	1	"P14"
"13.17"	"Micrococcales"	"CK_R102_1"	0.010259122	"CK_R102_1"	"X102"	"Inbred_line"	"CK"	"Root"	1	"P14"
"13.18"	"Chitinophagales"	"CK_R102_1"	0.003860391	"CK_R102_1"	"X102"	"Inbred_line"	"CK"	"Root"	1	"P14"
"13.19"	"Gemmatimonadales"	"CK_R102_1"	0.011581174	"CK_R102_1"	"X102"	"Inbred_line"	"CK"	"Root"	1	"P14"
"13.20"	"Sphingomonadales"	"CK_R102_1"	0.021893178	"CK_R102_1"	"X102"	"Inbred_line"	"CK"	"Root"	1	"P14"
"13.21"	"Clostridia"	"CK_R102_1"	0.037281861	"CK_R102_1"	"X102"	"Inbred_line"	"CK"	"Root"	1	"P14"
"13.22"	"Bryobacterales"	"CK_R102_1"	0.020518244	"CK_R102_1"	"X102"	"Inbred_line"	"CK"	"Root"	1	"P14"
"13.23"	"Vicinamibacterales"	"CK_R102_1"	0.04796404	"CK_R102_1"	"X102"	"Inbred_line"	"CK"	"Root"	1	"P14"
"13.24"	"Bacillales"	"CK_R102_1"	0.048915918	"CK_R102_1"	"X102"	"Inbred_line"	"CK"	"Root"	1	"P14"
"13.25"	"Gaiellales"	"CK_R102_1"	0.067265997	"CK_R102_1"	"X102"	"Inbred_line"	"CK"	"Root"	1	"P14"
"13.26"	"Rhizobiales"	"CK_R102_1"	0.133051296	"CK_R102_1"	"X102"	"Inbred_line"	"CK"	"Root"	1	"P14"
"13.27"	"Burkholderiales"	"CK_R102_1"	0.169487044	"CK_R102_1"	"X102"	"Inbred_line"	"CK"	"Root"	1	"P14"
"13.28"	"Pyrinomonadales"	"CK_R102_1"	0.268217874	"CK_R102_1"	"X102"	"Inbred_line"	"CK"	"Root"	1	"P14"
"14"	"<0.5%"	"CK_R102_2"	0.016609602	"CK_R102_2"	"X102"	"Inbred_line"	"CK"	"Root"	2	"P14"
