"Group.1"	"Sample"	"value"	"SampleID"	"Genotype"	"Microhabitat"	"Description"	"Library"
"47.24"	"Chitinophagales"	"HvHEB74"	0.021037736	"HvHEB74"	"Bulk"	" BULK"	"BULK"	"JH07"
"47.25"	"Streptomycetales"	"HvHEB74"	0.001320755	"HvHEB74"	"Bulk"	" BULK"	"BULK"	"JH07"
"47.26"	"Xanthomonadales"	"HvHEB74"	0.013773585	"HvHEB74"	"Bulk"	" BULK"	"BULK"	"JH07"
"47.27"	"Rhizobiales"	"HvHEB74"	0.031415094	"HvHEB74"	"Bulk"	" BULK"	"BULK"	"JH07"
"47.28"	"Burkholderiales"	"HvHEB74"	0.053113208	"HvHEB74"	"Bulk"	" BULK"	"BULK"	"JH07"
"48"	"<0.5%"	"HvHEB75"	0.156886792	"HvHEB75"	"Bulk"	" BULK"	"BULK"	"JH07"
"48.1"	"Frankiales"	"HvHEB75"	0.009622642	"HvHEB75"	"Bulk"	" BULK"	"BULK"	"JH07"
"48.2"	"Rokubacteriales"	"HvHEB75"	0.025754717	"HvHEB75"	"Bulk"	" BULK"	"BULK"	"JH07"
"48.3"	"Pyrinomonadales"	"HvHEB75"	0.009811321	"HvHEB75"	"Bulk"	" BULK"	"BULK"	"JH07"
"48.4"	"Acidobacteriales"	"HvHEB75"	0.004622642	"HvHEB75"	"Bulk"	" BULK"	"BULK"	"JH07"
"48.5"	"Subgroup_7"	"HvHEB75"	0.013113208	"HvHEB75"	"Bulk"	" BULK"	"BULK"	"JH07"
"48.6"	"Pseudomonadales"	"HvHEB75"	0.001226415	"HvHEB75"	"Bulk"	" BULK"	"BULK"	"JH07"
"48.7"	"Solirubrobacterales"	"HvHEB75"	0.022735849	"HvHEB75"	"Bulk"	" BULK"	"BULK"	"JH07"
"48.8"	"Pseudonocardiales"	"HvHEB75"	0.000754717	"HvHEB75"	"Bulk"	" BULK"	"BULK"	"JH07"
"48.9"	"Tepidisphaerales"	"HvHEB75"	0.007264151	"HvHEB75"	"Bulk"	" BULK"	"BULK"	"JH07"
"48.10"	"Caulobacterales"	"HvHEB75"	0.005471698	"HvHEB75"	"Bulk"	" BULK"	"BULK"	"JH07"
"48.11"	"Nitrososphaerales"	"HvHEB75"	0.030188679	"HvHEB75"	"Bulk"	" BULK"	"BULK"	"JH07"
"48.12"	"Micropepsales"	"HvHEB75"	0.004245283	"HvHEB75"	"Bulk"	" BULK"	"BULK"	"JH07"
"48.13"	"Gaiellales"	"HvHEB75"	0.044716981	"HvHEB75"	"Bulk"	" BULK"	"BULK"	"JH07"
"48.14"	"Paenibacillales"	"HvHEB75"	0.000377358	"HvHEB75"	"Bulk"	" BULK"	"BULK"	"JH07"
"48.15"	"Pedosphaerales"	"HvHEB75"	0.046132075	"HvHEB75"	"Bulk"	" BULK"	"BULK"	"JH07"
"48.16"	"Gemmatimonadales"	"HvHEB75"	0.065377358	"HvHEB75"	"Bulk"	" BULK"	"BULK"	"JH07"
"48.17"	"Chthoniobacterales"	"HvHEB75"	0.036415094	"HvHEB75"	"Bulk"	" BULK"	"BULK"	"JH07"
"48.18"	"Vicinamibacterales"	"HvHEB75"	0.065	"HvHEB75"	"Bulk"	" BULK"	"BULK"	"JH07"
"48.19"	"Propionibacteriales"	"HvHEB75"	0.016698113	"HvHEB75"	"Bulk"	" BULK"	"BULK"	"JH07"
"48.20"	"Micrococcales"	"HvHEB75"	0.014622642	"HvHEB75"	"Bulk"	" BULK"	"BULK"	"JH07"
"48.21"	"Glycomycetales"	"HvHEB75"	0.000188679	"HvHEB75"	"Bulk"	" BULK"	"BULK"	"JH07"
"48.22"	"Sphingobacteriales"	"HvHEB75"	0.004433962	"HvHEB75"	"Bulk"	" BULK"	"BULK"	"JH07"
"48.23"	"Sphingomonadales"	"HvHEB75"	0.014339623	"HvHEB75"	"Bulk"	" BULK"	"BULK"	"JH07"
"48.24"	"Chitinophagales"	"HvHEB75"	0.022264151	"HvHEB75"	"Bulk"	" BULK"	"BULK"	"JH07"
"48.25"	"Streptomycetales"	"HvHEB75"	0.002924528	"HvHEB75"	"Bulk"	" BULK"	"BULK"	"JH07"
"48.26"	"Xanthomonadales"	"HvHEB75"	0.020754717	"HvHEB75"	"Bulk"	" BULK"	"BULK"	"JH07"
"48.27"	"Rhizobiales"	"HvHEB75"	0.052830189	"HvHEB75"	"Bulk"	" BULK"	"BULK"	"JH07"
"48.28"	"Burkholderiales"	"HvHEB75"	0.062358491	"HvHEB75"	"Bulk"	" BULK"	"BULK"	"JH07"
"45"	"<0.5%"	"HvHEB76"	0.16	"HvHEB76"	"Bulk"	" BULK"	"BULK"	"JH07"
"45.1"	"Frankiales"	"HvHEB76"	0.002358491	"HvHEB76"	"Bulk"	" BULK"	"BULK"	"JH07"
"45.2"	"Rokubacteriales"	"HvHEB76"	0.036132075	"HvHEB76"	"Bulk"	" BULK"	"BULK"	"JH07"
"45.3"	"Pyrinomonadales"	"HvHEB76"	0.018490566	"HvHEB76"	"Bulk"	" BULK"	"BULK"	"JH07"
"45.4"	"Acidobacteriales"	"HvHEB76"	0.008018868	"HvHEB76"	"Bulk"	" BULK"	"BULK"	"JH07"
"45.5"	"Subgroup_7"	"HvHEB76"	0.017264151	"HvHEB76"	"Bulk"	" BULK"	"BULK"	"JH07"
"45.6"	"Pseudomonadales"	"HvHEB76"	0.000849057	"HvHEB76"	"Bulk"	" BULK"	"BULK"	"JH07"
"45.7"	"Solirubrobacterales"	"HvHEB76"	0.011698113	"HvHEB76"	"Bulk"	" BULK"	"BULK"	"JH07"
"45.8"	"Pseudonocardiales"	"HvHEB76"	0.000566038	"HvHEB76"	"Bulk"	" BULK"	"BULK"	"JH07"
"45.9"	"Tepidisphaerales"	"HvHEB76"	0.01009434	"HvHEB76"	"Bulk"	" BULK"	"BULK"	"JH07"
"45.10"	"Caulobacterales"	"HvHEB76"	0.006792453	"HvHEB76"	"Bulk"	" BULK"	"BULK"	"JH07"
"45.11"	"Nitrososphaerales"	"HvHEB76"	0.023207547	"HvHEB76"	"Bulk"	" BULK"	"BULK"	"JH07"
"45.12"	"Micropepsales"	"HvHEB76"	0.004716981	"HvHEB76"	"Bulk"	" BULK"	"BULK"	"JH07"
"45.13"	"Gaiellales"	"HvHEB76"	0.016509434	"HvHEB76"	"Bulk"	" BULK"	"BULK"	"JH07"
"45.14"	"Paenibacillales"	"HvHEB76"	9.43e-05	"HvHEB76"	"Bulk"	" BULK"	"BULK"	"JH07"
"45.15"	"Pedosphaerales"	"HvHEB76"	0.054056604	"HvHEB76"	"Bulk"	" BULK"	"BULK"	"JH07"
"45.16"	"Gemmatimonadales"	"HvHEB76"	0.059528302	"HvHEB76"	"Bulk"	" BULK"	"BULK"	"JH07"
"45.17"	"Chthoniobacterales"	"HvHEB76"	0.037075472	"HvHEB76"	"Bulk"	" BULK"	"BULK"	"JH07"
"45.18"	"Vicinamibacterales"	"HvHEB76"	0.105943396	"HvHEB76"	"Bulk"	" BULK"	"BULK"	"JH07"
"45.19"	"Propionibacteriales"	"HvHEB76"	0.006981132	"HvHEB76"	"Bulk"	" BULK"	"BULK"	"JH07"
"45.20"	"Micrococcales"	"HvHEB76"	0.009528302	"HvHEB76"	"Bulk"	" BULK"	"BULK"	"JH07"
"45.21"	"Glycomycetales"	"HvHEB76"	9.43e-05	"HvHEB76"	"Bulk"	" BULK"	"BULK"	"JH07"
"45.22"	"Sphingobacteriales"	"HvHEB76"	0.00245283	"HvHEB76"	"Bulk"	" BULK"	"BULK"	"JH07"
"45.23"	"Sphingomonadales"	"HvHEB76"	0.009245283	"HvHEB76"	"Bulk"	" BULK"	"BULK"	"JH07"
"45.24"	"Chitinophagales"	"HvHEB76"	0.022641509	"HvHEB76"	"Bulk"	" BULK"	"BULK"	"JH07"
"45.25"	"Streptomycetales"	"HvHEB76"	0.001132075	"HvHEB76"	"Bulk"	" BULK"	"BULK"	"JH07"
"45.26"	"Xanthomonadales"	"HvHEB76"	0.016226415	"HvHEB76"	"Bulk"	" BULK"	"BULK"	"JH07"
"45.27"	"Rhizobiales"	"HvHEB76"	0.038207547	"HvHEB76"	"Bulk"	" BULK"	"BULK"	"JH07"
"45.28"	"Burkholderiales"	"HvHEB76"	0.062264151	"HvHEB76"	"Bulk"	" BULK"	"BULK"	"JH07"
"46"	"<0.5%"	"HvHEB77"	0.156037736	"HvHEB77"	"Bulk"	" BULK"	"BULK"	"JH07"
"46.1"	"Frankiales"	"HvHEB77"	0.002358491	"HvHEB77"	"Bulk"	" BULK"	"BULK"	"JH07"
"46.2"	"Rokubacteriales"	"HvHEB77"	0.046698113	"HvHEB77"	"Bulk"	" BULK"	"BULK"	"JH07"
"46.3"	"Pyrinomonadales"	"HvHEB77"	0.018490566	"HvHEB77"	"Bulk"	" BULK"	"BULK"	"JH07"
"46.4"	"Acidobacteriales"	"HvHEB77"	0.003301887	"HvHEB77"	"Bulk"	" BULK"	"BULK"	"JH07"
"46.5"	"Subgroup_7"	"HvHEB77"	0.023584906	"HvHEB77"	"Bulk"	" BULK"	"BULK"	"JH07"
"46.6"	"Pseudomonadales"	"HvHEB77"	0.000660377	"HvHEB77"	"Bulk"	" BULK"	"BULK"	"JH07"
"46.7"	"Solirubrobacterales"	"HvHEB77"	0.008679245	"HvHEB77"	"Bulk"	" BULK"	"BULK"	"JH07"
"46.8"	"Pseudonocardiales"	"HvHEB77"	0.000377358	"HvHEB77"	"Bulk"	" BULK"	"BULK"	"JH07"
"46.9"	"Tepidisphaerales"	"HvHEB77"	0.010471698	"HvHEB77"	"Bulk"	" BULK"	"BULK"	"JH07"
"46.10"	"Caulobacterales"	"HvHEB77"	0.005283019	"HvHEB77"	"Bulk"	" BULK"	"BULK"	"JH07"
"46.11"	"Nitrososphaerales"	"HvHEB77"	0.03745283	"HvHEB77"	"Bulk"	" BULK"	"BULK"	"JH07"
"46.12"	"Micropepsales"	"HvHEB77"	0.005754717	"HvHEB77"	"Bulk"	" BULK"	"BULK"	"JH07"
"46.13"	"Gaiellales"	"HvHEB77"	0.017264151	"HvHEB77"	"Bulk"	" BULK"	"BULK"	"JH07"
"46.14"	"Paenibacillales"	"HvHEB77"	0.000188679	"HvHEB77"	"Bulk"	" BULK"	"BULK"	"JH07"
"46.15"	"Pedosphaerales"	"HvHEB77"	0.04245283	"HvHEB77"	"Bulk"	" BULK"	"BULK"	"JH07"
"46.16"	"Gemmatimonadales"	"HvHEB77"	0.052830189	"HvHEB77"	"Bulk"	" BULK"	"BULK"	"JH07"
"46.17"	"Chthoniobacterales"	"HvHEB77"	0.032075472	"HvHEB77"	"Bulk"	" BULK"	"BULK"	"JH07"
"46.18"	"Vicinamibacterales"	"HvHEB77"	0.135471698	"HvHEB77"	"Bulk"	" BULK"	"BULK"	"JH07"
"46.19"	"Propionibacteriales"	"HvHEB77"	0.005188679	"HvHEB77"	"Bulk"	" BULK"	"BULK"	"JH07"
"46.20"	"Micrococcales"	"HvHEB77"	0.006698113	"HvHEB77"	"Bulk"	" BULK"	"BULK"	"JH07"
"46.21"	"Glycomycetales"	"HvHEB77"	0	"HvHEB77"	"Bulk"	" BULK"	"BULK"	"JH07"
"46.22"	"Sphingobacteriales"	"HvHEB77"	0.001320755	"HvHEB77"	"Bulk"	" BULK"	"BULK"	"JH07"
"46.23"	"Sphingomonadales"	"HvHEB77"	0.007169811	"HvHEB77"	"Bulk"	" BULK"	"BULK"	"JH07"
"46.24"	"Chitinophagales"	"HvHEB77"	0.020754717	"HvHEB77"	"Bulk"	" BULK"	"BULK"	"JH07"
"46.25"	"Streptomycetales"	"HvHEB77"	0.000377358	"HvHEB77"	"Bulk"	" BULK"	"BULK"	"JH07"
"46.26"	"Xanthomonadales"	"HvHEB77"	0.007641509	"HvHEB77"	"Bulk"	" BULK"	"BULK"	"JH07"
"46.27"	"Rhizobiales"	"HvHEB77"	0.034339623	"HvHEB77"	"Bulk"	" BULK"	"BULK"	"JH07"
"46.28"	"Burkholderiales"	"HvHEB77"	0.060566038	"HvHEB77"	"Bulk"	" BULK"	"BULK"	"JH07"
"49"	"<0.5%"	"HvHEB78"	0.069622642	"HvHEB78"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"49.1"	"Frankiales"	"HvHEB78"	0.003490566	"HvHEB78"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"49.2"	"Rokubacteriales"	"HvHEB78"	0.00990566	"HvHEB78"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"49.3"	"Pyrinomonadales"	"HvHEB78"	0.009150943	"HvHEB78"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"49.4"	"Acidobacteriales"	"HvHEB78"	0.001037736	"HvHEB78"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"49.5"	"Subgroup_7"	"HvHEB78"	0.018113208	"HvHEB78"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"49.6"	"Pseudomonadales"	"HvHEB78"	0.005566038	"HvHEB78"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"49.7"	"Solirubrobacterales"	"HvHEB78"	0.004056604	"HvHEB78"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"49.8"	"Pseudonocardiales"	"HvHEB78"	0.001886792	"HvHEB78"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"49.9"	"Tepidisphaerales"	"HvHEB78"	0.009150943	"HvHEB78"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"49.10"	"Caulobacterales"	"HvHEB78"	0.00754717	"HvHEB78"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"49.11"	"Nitrososphaerales"	"HvHEB78"	0.019056604	"HvHEB78"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"49.12"	"Micropepsales"	"HvHEB78"	0.003301887	"HvHEB78"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"49.13"	"Gaiellales"	"HvHEB78"	0.006320755	"HvHEB78"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"49.14"	"Paenibacillales"	"HvHEB78"	0.00754717	"HvHEB78"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"49.15"	"Pedosphaerales"	"HvHEB78"	0.010471698	"HvHEB78"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"49.16"	"Gemmatimonadales"	"HvHEB78"	0.009245283	"HvHEB78"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"49.17"	"Chthoniobacterales"	"HvHEB78"	0.025566038	"HvHEB78"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"49.18"	"Vicinamibacterales"	"HvHEB78"	0.055943396	"HvHEB78"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"49.19"	"Propionibacteriales"	"HvHEB78"	0.016698113	"HvHEB78"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"49.20"	"Micrococcales"	"HvHEB78"	0.022075472	"HvHEB78"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"49.21"	"Glycomycetales"	"HvHEB78"	0.009716981	"HvHEB78"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"49.22"	"Sphingobacteriales"	"HvHEB78"	0.047264151	"HvHEB78"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"49.23"	"Sphingomonadales"	"HvHEB78"	0.045188679	"HvHEB78"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"49.24"	"Chitinophagales"	"HvHEB78"	0.045283019	"HvHEB78"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"49.25"	"Streptomycetales"	"HvHEB78"	0.044150943	"HvHEB78"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"49.26"	"Xanthomonadales"	"HvHEB78"	0.113679245	"HvHEB78"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"49.27"	"Rhizobiales"	"HvHEB78"	0.135754717	"HvHEB78"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"49.28"	"Burkholderiales"	"HvHEB78"	0.180377358	"HvHEB78"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"50"	"<0.5%"	"HvHEB79"	0.076415094	"HvHEB79"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"50.1"	"Frankiales"	"HvHEB79"	0.001698113	"HvHEB79"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"50.2"	"Rokubacteriales"	"HvHEB79"	0.006981132	"HvHEB79"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"50.3"	"Pyrinomonadales"	"HvHEB79"	0.006132075	"HvHEB79"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"50.4"	"Acidobacteriales"	"HvHEB79"	0.000660377	"HvHEB79"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"50.5"	"Subgroup_7"	"HvHEB79"	0.009811321	"HvHEB79"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"50.6"	"Pseudomonadales"	"HvHEB79"	0.00745283	"HvHEB79"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"50.7"	"Solirubrobacterales"	"HvHEB79"	0.00245283	"HvHEB79"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"50.8"	"Pseudonocardiales"	"HvHEB79"	0.003679245	"HvHEB79"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"50.9"	"Tepidisphaerales"	"HvHEB79"	0.00745283	"HvHEB79"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"50.10"	"Caulobacterales"	"HvHEB79"	0.011792453	"HvHEB79"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"50.11"	"Nitrososphaerales"	"HvHEB79"	0.015471698	"HvHEB79"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"50.12"	"Micropepsales"	"HvHEB79"	0.001792453	"HvHEB79"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"50.13"	"Gaiellales"	"HvHEB79"	0.004339623	"HvHEB79"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"50.14"	"Paenibacillales"	"HvHEB79"	0.007075472	"HvHEB79"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"50.15"	"Pedosphaerales"	"HvHEB79"	0.007735849	"HvHEB79"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"50.16"	"Gemmatimonadales"	"HvHEB79"	0.011132075	"HvHEB79"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"50.17"	"Chthoniobacterales"	"HvHEB79"	0.014339623	"HvHEB79"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"50.18"	"Vicinamibacterales"	"HvHEB79"	0.040471698	"HvHEB79"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"50.19"	"Propionibacteriales"	"HvHEB79"	0.014716981	"HvHEB79"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"50.20"	"Micrococcales"	"HvHEB79"	0.016792453	"HvHEB79"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"50.21"	"Glycomycetales"	"HvHEB79"	0.010188679	"HvHEB79"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"50.22"	"Sphingobacteriales"	"HvHEB79"	0.050283019	"HvHEB79"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"50.23"	"Sphingomonadales"	"HvHEB79"	0.075943396	"HvHEB79"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"50.24"	"Chitinophagales"	"HvHEB79"	0.078773585	"HvHEB79"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"50.25"	"Streptomycetales"	"HvHEB79"	0.056981132	"HvHEB79"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"50.26"	"Xanthomonadales"	"HvHEB79"	0.133584906	"HvHEB79"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"50.27"	"Rhizobiales"	"HvHEB79"	0.10754717	"HvHEB79"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"50.28"	"Burkholderiales"	"HvHEB79"	0.169433962	"HvHEB79"	"HB104"	"RHIZO"	"BC1S3"	"JH07"
"101"	"<0.5%"	"HvHEB80"	0.083962264	"HvHEB80"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"101.1"	"Frankiales"	"HvHEB80"	0.003679245	"HvHEB80"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"101.2"	"Rokubacteriales"	"HvHEB80"	0.011981132	"HvHEB80"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"101.3"	"Pyrinomonadales"	"HvHEB80"	0.012075472	"HvHEB80"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"101.4"	"Acidobacteriales"	"HvHEB80"	0.000849057	"HvHEB80"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"101.5"	"Subgroup_7"	"HvHEB80"	0.011603774	"HvHEB80"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"101.6"	"Pseudomonadales"	"HvHEB80"	0.014150943	"HvHEB80"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"101.7"	"Solirubrobacterales"	"HvHEB80"	0.006509434	"HvHEB80"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"101.8"	"Pseudonocardiales"	"HvHEB80"	0.003490566	"HvHEB80"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"101.9"	"Tepidisphaerales"	"HvHEB80"	0.010283019	"HvHEB80"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"101.10"	"Caulobacterales"	"HvHEB80"	0.01	"HvHEB80"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"101.11"	"Nitrososphaerales"	"HvHEB80"	0.021698113	"HvHEB80"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"101.12"	"Micropepsales"	"HvHEB80"	0.00245283	"HvHEB80"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"101.13"	"Gaiellales"	"HvHEB80"	0.010188679	"HvHEB80"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"101.14"	"Paenibacillales"	"HvHEB80"	0.012641509	"HvHEB80"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"101.15"	"Pedosphaerales"	"HvHEB80"	0.019339623	"HvHEB80"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"101.16"	"Gemmatimonadales"	"HvHEB80"	0.01754717	"HvHEB80"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"101.17"	"Chthoniobacterales"	"HvHEB80"	0.01990566	"HvHEB80"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"101.18"	"Vicinamibacterales"	"HvHEB80"	0.043773585	"HvHEB80"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"101.19"	"Propionibacteriales"	"HvHEB80"	0.032358491	"HvHEB80"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"101.20"	"Micrococcales"	"HvHEB80"	0.02245283	"HvHEB80"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"101.21"	"Glycomycetales"	"HvHEB80"	0.040566038	"HvHEB80"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"101.22"	"Sphingobacteriales"	"HvHEB80"	0.056132075	"HvHEB80"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"101.23"	"Sphingomonadales"	"HvHEB80"	0.030566038	"HvHEB80"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"101.24"	"Chitinophagales"	"HvHEB80"	0.083301887	"HvHEB80"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"101.25"	"Streptomycetales"	"HvHEB80"	0.055566038	"HvHEB80"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"101.26"	"Xanthomonadales"	"HvHEB80"	0.084150943	"HvHEB80"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"101.27"	"Rhizobiales"	"HvHEB80"	0.083113208	"HvHEB80"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"101.28"	"Burkholderiales"	"HvHEB80"	0.109339623	"HvHEB80"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"102"	"<0.5%"	"HvHEB81"	0.083396226	"HvHEB81"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"102.1"	"Frankiales"	"HvHEB81"	0.003962264	"HvHEB81"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"102.2"	"Rokubacteriales"	"HvHEB81"	0.006698113	"HvHEB81"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"102.3"	"Pyrinomonadales"	"HvHEB81"	0.008113208	"HvHEB81"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"102.4"	"Acidobacteriales"	"HvHEB81"	0.001981132	"HvHEB81"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"102.5"	"Subgroup_7"	"HvHEB81"	0.008301887	"HvHEB81"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"102.6"	"Pseudomonadales"	"HvHEB81"	0.010188679	"HvHEB81"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"102.7"	"Solirubrobacterales"	"HvHEB81"	0.006509434	"HvHEB81"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"102.8"	"Pseudonocardiales"	"HvHEB81"	0.004339623	"HvHEB81"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"102.9"	"Tepidisphaerales"	"HvHEB81"	0.006981132	"HvHEB81"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"102.10"	"Caulobacterales"	"HvHEB81"	0.021226415	"HvHEB81"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"102.11"	"Nitrososphaerales"	"HvHEB81"	0.016698113	"HvHEB81"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"102.12"	"Micropepsales"	"HvHEB81"	0.001886792	"HvHEB81"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"102.13"	"Gaiellales"	"HvHEB81"	0.011037736	"HvHEB81"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"102.14"	"Paenibacillales"	"HvHEB81"	0.017924528	"HvHEB81"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"102.15"	"Pedosphaerales"	"HvHEB81"	0.012075472	"HvHEB81"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"102.16"	"Gemmatimonadales"	"HvHEB81"	0.013207547	"HvHEB81"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"102.17"	"Chthoniobacterales"	"HvHEB81"	0.019622642	"HvHEB81"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"102.18"	"Vicinamibacterales"	"HvHEB81"	0.042735849	"HvHEB81"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"102.19"	"Propionibacteriales"	"HvHEB81"	0.03754717	"HvHEB81"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"102.20"	"Micrococcales"	"HvHEB81"	0.024716981	"HvHEB81"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"102.21"	"Glycomycetales"	"HvHEB81"	0.053773585	"HvHEB81"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"102.22"	"Sphingobacteriales"	"HvHEB81"	0.027358491	"HvHEB81"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"102.23"	"Sphingomonadales"	"HvHEB81"	0.035754717	"HvHEB81"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"102.24"	"Chitinophagales"	"HvHEB81"	0.073018868	"HvHEB81"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"102.25"	"Streptomycetales"	"HvHEB81"	0.08009434	"HvHEB81"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"102.26"	"Xanthomonadales"	"HvHEB81"	0.073207547	"HvHEB81"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
"102.27"	"Rhizobiales"	"HvHEB81"	0.11009434	"HvHEB81"	"HB23"	"RHIZO"	"BC1S3"	"JH07"
